Образец	Страна	Год	Хозяин	Длина контига, нт	Профиль	Идентичность, %	Длина выравнивания, амк	Мисматчи, амк	Начало контига	Конец контига	Начало референса	Конец референса	Длина референса, амк	Покрытие контига, %	Покрытие референса, %	E-value	Bit-score	Бласт хит	Инфо	Источник
SRR19115554	Switzerland	2020	Myotis myotis	1490	Parechovirus|3A_3B_3C_3D	43.5	481	265	9	1439	80	557	659	96.0	72.5	4.34e-133	402.0	YP_009143313.1 RNA-dependent RNA polymerase [Camponotus yamaokai virus]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115554	Switzerland	2020	Myotis myotis	589	Aphthovirus|polyprotein	63.0	189	70	569	3	2068	2256	2694	96.3	7.0	4.38e-80	262.0	YP_009272812.1 polyprotein [Washington bat picornavirus]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115554	Switzerland	2020	Myotis myotis	920	Parechovirus|2A_2B_2C	39.2	194	105	5	583	94	275	281	62.9	64.8	6.27e-32	122.0	YP_009259728.1 putative Rep protein [Circovirus-like genome DCCV-5]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	205	Caliciviridae|capsid	57.4	68	29	2	205	55	122	527	99.5	12.9	6.65e-24	95.5	YP_009272818.1 capsid protein [Duwamo virus]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	343	Caliciviridae|capsid	53.8	106	49	26	343	17	122	527	92.7	20.1	1.13e-33	124.0	YP_009272818.1 capsid protein [Duwamo virus]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	214	Caliciviridae|capsid	57.7	71	30	2	214	52	122	527	99.5	13.5	3.19e-25	99.4	YP_009272818.1 capsid protein [Duwamo virus]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	2895	Caliciviridae|capsid	27.8	449	275	2869	1622	1642	2074	2409	43.1	18.0	1.13e-25	118.0	YP_009333576.1 hypothetical protein 1 [Beihai picorna-like virus 121]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	8353	Parechovirus|3A_3B_3C_3D	42.0	1900	929	7807	2381	195	2012	2012	65.0	90.4	0.00e+00	1406.0	YP_009333180.1 hypothetical protein 1 [Wenling picorna-like virus 2]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	631	Harkavirus|polyprotein	57.5	207	88	3	623	2561	2767	2901	98.4	7.1	1.16e-73	244.0	YP_009336612.1 hypothetical protein [Hubei picorna-like virus 39]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	276	Parechovirus|VP0_VP3_VP1	59.8	92	37	276	1	187	278	2786	100.0	3.3	3.42e-32	120.0	YP_009337003.1 hypothetical protein [Hubei picorna-like virus 26]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	530	Avastrovirus|polyprotein	38.1	176	104	524	3	145	317	496	98.5	34.9	7.52e-30	116.0	YP_009329982.1 hypothetical protein 1 [Hubei sobemo-like virus 9]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	781	Kobuvirus|VP0-VP3-VP1	29.6	216	134	27	647	10	216	807	79.5	25.7	5.41e-16	80.5	NP_733846.1 capsid protein precursor, partial [Aphid lethal paralysis virus]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	807	Rosavirus|polyprotein	40.4	267	149	803	3	280	536	1967	99.3	13.1	6.56e-59	205.0	YP_009167346.1 non-structural [Opsiphanes invirae iflavirus 1]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	451	Norovirus|capsid	54.6	97	44	292	2	42	138	569	64.5	17.0	3.47e-30	117.0	YP_009345010.1 hypothetical protein 2 [Wuhan spider virus 6]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	432	Cosavirus|polyprotein	50.7	148	66	4	432	1657	1802	2839	99.3	5.1	2.54e-40	146.0	YP_009336621.1 hypothetical protein [Hubei tetragnatha maxillosa virus 1]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	317	Parechovirus|3A_3B_3C_3D	47.6	105	53	311	3	1843	1947	2458	97.5	4.3	5.68e-22	92.0	YP_009337104.1 hypothetical protein 1 [Hubei picorna-like virus 69]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	1291	Hepatovirus|polyprotein	35.7	171	103	1163	651	1449	1612	2550	39.7	6.4	8.44e-19	92.8	YP_010796394.1 polyprotein [Wenling triplecross lizardfish picornavirus]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	445	Cosavirus|polyprotein	54.1	146	67	438	1	449	594	955	98.4	15.3	2.96e-48	169.0	YP_009388609.1 RdRp [Aedes alboannulatus toti-like virus 1]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	2325	Kobuvirus|VP0-VP3-VP1	26.3	186	117	1780	2319	154	325	2986	23.2	5.8	3.95e-10	67.4	YP_009505598.1 polypeptide [Lygus lineolaris virus 1]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	2474	Vesivirus|polyprotein_nonstructural	27.8	281	182	1738	908	642	905	959	33.6	27.5	2.14e-13	77.8	YP_010356880.1 tape measure protein [Olleya phage Harreka_1]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	315	Norovirus|polyprotein_nonstructural	41.8	79	44	32	262	737	815	2329	73.3	3.4	4.53e-13	66.6	YP_009345009.1 hypothetical protein 1 [Wuhan spider virus 6]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	800	Hunnivirus|polyprotein	26.4	269	191	1	795	1071	1336	2689	99.4	9.9	1.63e-19	91.3	YP_009336718.1 hypothetical protein [Wenling picorna-like virus 8]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	852	Aquamavirus|polyprotein	43.4	258	117	847	152	116	370	370	81.7	68.9	3.37e-59	195.0	YP_009237546.1 replication associated protein [Lake Sarah-associated circular virus-35]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	959	Crohivirus|polyprotein	24.4	340	223	941	3	406	738	2654	97.9	12.5	4.28e-21	97.4	YP_009336736.1 hypothetical protein [Wenling picorna-like virus 9]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	293	Caliciviridae|capsid	60.4	96	38	290	3	77	172	527	98.3	18.2	1.64e-39	139.0	YP_009272818.1 capsid protein [Duwamo virus]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	302	Astroviridae|1b_pcr_primer_region	56.5	92	40	3	278	573	664	964	91.4	9.5	1.11e-33	125.0	YP_009337883.1 RNA-dependent RNA polymerase [Hubei orthoptera virus 4]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	453	Ailurivirus|polyprotein	28.4	141	89	434	36	260	396	748	88.1	18.3	5.90e-05	45.1	YP_009342460.1 hypothetical protein [Wuhan heteroptera virus 2]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	429	Aquamavirus|polyprotein	32.0	147	78	2	415	671	804	874	96.5	15.3	1.88e-11	63.5	NP_620561.1 capsid protein precursor, partial [Himetobi P virus]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	895	Sakobuvirus|polyprotein	40.9	193	114	608	30	674	866	3290	64.7	5.9	1.19e-39	150.0	YP_009336787.1 hypothetical protein [Wenzhou picorna-like virus 46]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	520	Crohivirus|polyprotein	32.8	125	83	519	148	1274	1398	2654	71.5	4.7	7.97e-14	71.6	YP_009336736.1 hypothetical protein [Wenling picorna-like virus 9]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	1633	Crohivirus|polyprotein	28.2	486	311	190	1614	2291	2749	2801	87.3	16.4	6.96e-40	159.0	YP_009337438.1 hypothetical protein [Sanxia water strider virus 9]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	2312	Astroviridae|1B	59.2	434	172	1352	57	2	432	433	56.1	99.5	1.20e-185	539.0	YP_009330084.1 hypothetical protein 2 [Hubei sobemo-like virus 29]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	2473	Aphthovirus|polyprotein	41.4	806	444	73	2466	8	793	989	96.8	79.5	1.17e-203	607.0	YP_009336493.1 hypothetical protein 2 [Hubei toti-like virus 10]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	473	Parechovirus|polyprotein	35.6	104	61	121	423	341	441	632	64.1	16.0	3.27e-08	54.7	YP_010802412.1 nonstructural protein 1 [Opossum tetraparvovirus]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	281	Parechovirus|VP0_VP3_VP1	27.4	95	64	281	12	450	544	2654	96.1	3.6	2.17e-05	44.3	YP_009336736.1 hypothetical protein [Wenling picorna-like virus 9]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	481	Hepatovirus|polyprotein	28.9	149	95	449	9	282	421	828	91.7	16.9	1.05e-12	67.8	YP_009337314.1 hypothetical protein 2 [Hubei picorna-like virus 14]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	3344	Crohivirus|polyprotein	41.2	687	330	2172	307	127	804	2189	55.8	31.0	1.38e-148	494.0	YP_009345054.1 hypothetical protein 1 [Wuhan millipede virus 3]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	5269	Cosavirus|polyprotein	31.2	750	464	376	2589	73	782	806	42.0	88.1	6.41e-84	297.0	YP_009345909.1 structural polyprotein [Bat badicivirus 1]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	323	Crohivirus|polyprotein	41.6	77	45	293	63	73	149	806	71.5	9.6	2.77e-16	75.9	YP_009345909.1 structural polyprotein [Bat badicivirus 1]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	1368	Recovirus|capsid	24.6	460	287	7	1347	490	902	932	98.0	44.3	2.38e-26	115.0	YP_009336638.1 structural polyprotein [Biomphalaria virus 1]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	425	Tremovirus|polyprotein	75.7	140	34	420	1	325	464	645	98.8	21.7	7.86e-71	226.0	YP_009909397.1 major capsid protein [Stx2-converting phage Stx2a_WGPS6]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	1177	Parechovirus|3A_3B_3C_3D	33.2	325	198	29	970	99	415	470	80.0	67.4	3.93e-46	167.0	YP_009329882.1 RdRp [Wuhan insect virus 23]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	463	Vesivirus|polyprotein_nonstructural	45.8	142	73	17	442	87	224	353	92.0	39.1	3.36e-36	130.0	YP_009330126.1 hypothetical protein 2 [Hubei sobemo-like virus 40]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	1991	Parechovirus|polyprotein	29.0	544	287	1778	180	102	557	611	80.3	74.6	2.04e-40	159.0	YP_009329993.1 hypothetical protein 1 [Hubei sobemo-like virus 6]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	447	Crohivirus|polyprotein	59.6	146	57	2	439	1518	1661	2817	98.0	5.1	8.96e-53	182.0	YP_010840358.1 polyprotein [Acheta domesticus iflavirus]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	436	Astroviridae|polyprotein	34.4	90	56	74	337	59	147	540	60.6	16.5	1.25e-04	43.9	YP_009330004.1 hypothetical protein 1 [Hubei sobemo-like virus 7]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	498	Norovirus|polyprotein_nonstructural	39.8	123	69	125	493	135	252	327	74.1	36.1	8.10e-19	84.3	YP_009116896.1 replication-associated protein [Sewage-associated circular DNA virus-17]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	311	Parechovirus|polyprotein_custom	57.0	86	37	302	45	433	518	3050	83.0	2.8	2.09e-27	107.0	YP_009337161.1 hypothetical protein [Hubei picorna-like virus 27]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	459	Mamastrovirus|polyprotein	42.7	124	70	1	372	546	668	688	81.0	17.9	4.28e-31	120.0	YP_010802832.1 MAG: putative nonstructural protein [Ambidensovirus sp.]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	294	Sapovirus|polyprotein_nonstructural	50.6	89	43	10	276	1	88	760	90.8	11.6	2.85e-19	84.0	YP_009337175.1 hypothetical protein 2 [Hubei picorna-like virus 71]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	912	Crohivirus|polyprotein	53.8	234	88	728	27	1	214	1165	77.0	18.4	1.74e-65	225.0	YP_009342287.1 hypothetical protein 2 [Wuhan arthropod virus 2]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	518	Parechovirus|VP0_VP3_VP1	50.9	112	52	518	183	424	532	870	64.9	12.5	6.46e-24	100.0	YP_009345055.1 hypothetical protein 2 [Wuhan millipede virus 3]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	1106	Aphthovirus|polyprotein	32.3	201	119	110	664	63	262	799	50.2	25.0	2.87e-18	89.7	YP_007349016.1 putative pectate lyase [Serratia phage phiMAM1]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	687	Aquamavirus|polyprotein	76.2	223	53	3	671	215	437	545	97.4	40.9	1.14e-121	358.0	NP_942020.1 RNA-dependent RNA polymerase [Cocksfoot mottle virus]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	1129	Enterovirus|polyprotein	38.9	149	89	1	444	786	933	2268	39.3	6.5	3.26e-23	105.0	YP_009407905.1 RNA-dependent RNA polymerase [Lasius neglectus virus 1]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	470	Harkavirus|polyprotein	57.1	154	66	465	4	2385	2538	2953	98.3	5.2	2.39e-50	175.0	YP_009337018.1 hypothetical protein [Hubei picorna-like virus 48]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	810	Hepatovirus|polyprotein	58.9	265	108	2	796	2593	2856	3006	98.1	8.8	3.37e-100	323.0	YP_009111311.1 polyprotein [Dinocampus coccinellae paralysis virus]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	281	Caliciviridae|capsid	62.4	93	35	281	3	66	158	527	99.3	17.6	1.39e-39	139.0	YP_009272818.1 capsid protein [Duwamo virus]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	1448	Astroviridae|1B	44.7	434	228	1366	80	35	461	470	88.9	90.9	8.33e-122	367.0	YP_009329882.1 RdRp [Wuhan insect virus 23]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	5496	Aquamavirus|polyprotein	43.8	724	394	2147	3	19	738	758	39.0	95.0	5.43e-195	605.0	YP_009336859.1 hypothetical protein 2 [Hubei toti-like virus 15]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	301	Bopivirus|polyprotein	48.0	100	50	299	6	2125	2224	2694	97.7	3.7	3.51e-25	100.0	YP_009272812.1 polyprotein [Washington bat picornavirus]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	6154	Rosavirus|polyprotein	24.0	1710	1153	5904	1027	877	2524	2689	79.3	61.3	2.59e-98	358.0	YP_009336718.1 hypothetical protein [Wenling picorna-like virus 8]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	755	Caliciviridae|capsid	32.0	194	117	701	156	2435	2625	2631	72.3	7.3	5.43e-21	95.1	YP_009337399.1 hypothetical protein [Wenzhou picorna-like virus 47]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	459	Kobuvirus|3A_3B_3C_3D	43.7	142	80	28	453	2582	2723	3104	92.8	4.6	1.24e-32	124.0	YP_009337194.1 hypothetical protein [Hubei odonate virus 2]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	266	Cosavirus|polyprotein	56.0	84	37	15	266	729	812	2458	94.7	3.4	1.54e-27	107.0	YP_009337104.1 hypothetical protein 1 [Hubei picorna-like virus 69]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	523	Parechovirus|2A_2B_2C	43.6	172	95	7	522	1532	1701	3062	98.7	5.6	3.50e-34	130.0	YP_009330031.1 hypothetical protein [Hubei picorna-like virus 46]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	10257	Hepatovirus|polyprotein	26.2	743	487	4490	6661	1229	1924	1932	21.2	36.0	9.49e-47	190.0	YP_009336987.1 hypothetical protein 1 [Hubei picorna-like virus 75]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	377	Parechovirus|2A_2B_2C	47.5	120	63	1	360	1501	1620	3062	95.5	3.9	1.72e-26	105.0	YP_009330031.1 hypothetical protein [Hubei picorna-like virus 46]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	351	Kobuvirus|VP0-VP3-VP1	50.4	115	57	2	346	666	780	2872	98.3	4.0	1.31e-29	114.0	YP_009337339.1 hypothetical protein [Hubei tetragnatha maxillosa virus 3]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	887	Bopivirus|polyprotein	62.2	296	110	1	885	2193	2487	2786	99.8	10.6	3.40e-113	362.0	YP_009337003.1 hypothetical protein [Hubei picorna-like virus 26]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	2112	Parechovirus|2A_2B_2C	30.6	304	203	1487	591	1347	1647	3001	42.5	10.0	1.13e-36	152.0	YP_009336529.1 hypothetical protein [Hubei picorna-like virus 44]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR19115555	Switzerland	2019	Myotis myotis	1761	Picornaviridae|polyprotein	25.2	612	394	1741	2	1671	2250	2901	98.8	20.0	8.59e-44	171.0	YP_009336612.1 hypothetical protein [Hubei picorna-like virus 39]	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183248 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
