qseqid	sseqid	pident	align_len	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen	slen	qcovhsp	scovhsp	stitle
SRR14089793|k119_33275/Norovirus/1415/39-78/1.2561704761904762	NP_149586.1	38.9	144	80	3	1330	902	2	138	8.639999999999999e-23	97.1	1415	142	30.3	96.5	NP_149586.1 123R [Invertebrate iridescent virus 6]
SRR14089790|k119_15892/Norovirus/2342/2276-2237/1.1817564761904762	NP_149586.1	38.9	144	80	3	988	1416	2	138	2.05e-22	97.1	2342	142	18.3	96.5	NP_149586.1 123R [Invertebrate iridescent virus 6]
SRR25999230|k141_26850/Cosavirus/961/952-583/5.289851744186047	YP_004935365.1	32.2	180	109	6	960	436	314	485	7.75e-21	96.7	961	2094	54.6	8.2	YP_004935365.1 non-structural protein [Spodoptera exigua iflavirus 1]
SRR14089789|k119_51640/Astroviridae/1861/1414-1252/1.4144410666666665	YP_010804469.1	30.5	262	149	9	1447	695	26	265	4.91e-20	96.7	1861	458	40.5	52.4	YP_010804469.1 hypothetical protein QKU58_gp065 [Pyramimonas orientalis virus]
SRR25999230|k141_32070/Avastrovirus/253/148-109/1.1070060869565217	YP_009310052.1	100.0	39	0	0	251	135	27	65	5.34e-26	96.7	253	170	46.2	22.9	YP_009310052.1 ORF5 [Parus major densovirus]
SRR14089793|k119_17427/Astroviridae/1826/1385-1223/1.4170553333333331	YP_010804469.1	30.5	262	149	9	1418	666	26	265	4.71e-20	96.7	1826	458	41.2	52.4	YP_010804469.1 hypothetical protein QKU58_gp065 [Pyramimonas orientalis virus]
SRR14089791|k119_1590/Astroviridae/1850/435-597/1.4153057333333334	YP_010804469.1	30.5	262	149	9	405	1157	26	265	4.84e-20	96.7	1850	458	40.7	52.4	YP_010804469.1 hypothetical protein QKU58_gp065 [Pyramimonas orientalis virus]
SRR14089790|k119_32890/Norovirus/1116/588-558/1.0062791452991455	YP_010804937.1	34.0	194	116	7	898	338	33	221	1.3400000000000002e-21	96.7	1116	296	50.3	63.9	YP_010804937.1 nudix hydrolase [Acanthamoeba castellanii medusavirus]
SRR14089790|k119_31887/Astroviridae/1825/438-600/1.4170553333333331	YP_010804469.1	30.5	262	149	9	407	1159	26	265	4.71e-20	96.7	1825	458	41.3	52.4	YP_010804469.1 hypothetical protein QKU58_gp065 [Pyramimonas orientalis virus]
SRR14089792|k119_62114/Astroviridae/2118/705-867/1.3966977333333332	YP_010804469.1	30.5	262	149	9	673	1425	26	265	6.36e-20	96.7	2118	458	35.6	52.4	YP_010804469.1 hypothetical protein QKU58_gp065 [Pyramimonas orientalis virus]
SRR25999230|k141_16443/Cosavirus/2244/9-378/5.029415697674419	YP_009140562.1	35.4	144	89	2	5	424	1459	1602	3.78e-19	96.7	2244	3057	18.7	4.7	YP_009140562.1 putative polyprotein [La Jolla virus]
SRR14089792|k119_52709/Norovirus/956/483-513/1.027613076923077	YP_010804937.1	34.0	194	116	7	174	734	33	221	5.88e-22	96.7	956	296	58.7	63.9	YP_010804937.1 nudix hydrolase [Acanthamoeba castellanii medusavirus]
SRR25999231|k141_5656/Astroviridae/7011/2484-2256/1.4596223333333334	YP_010804469.1	28.0	403	221	17	2522	1473	35	421	5.91e-19	95.9	7011	458	15.0	84.5	YP_010804469.1 hypothetical protein QKU58_gp065 [Pyramimonas orientalis virus]
SRR25999230|k141_65350/Hepatovirus/1660/1503-1533/1.4019397333333332	YP_007674480.1	33.9	183	111	3	228	767	1	176	1.16e-21	95.5	1660	178	32.5	98.9	YP_007674480.1 cyanobacterial phosphoribosylglycinamide formyltransferase [Synechococcus phage S-SKS1]
SRR25999230|k141_67970/Astroviridae/7423/2266-2038/1.4697048	YP_010804469.1	28.0	403	221	17	2303	1254	35	421	1.12e-18	95.1	7423	458	14.1	84.5	YP_010804469.1 hypothetical protein QKU58_gp065 [Pyramimonas orientalis virus]
SRR14089793|k119_59313/Norovirus/834/357-387/1.0461609401709402	YP_010804937.1	36.2	174	99	7	108	608	53	221	2.6e-21	94.0	834	296	60.1	57.1	YP_010804937.1 nudix hydrolase [Acanthamoeba castellanii medusavirus]
SRR25999231|k141_9120/Caliciviridae/588/483-522/1.3218457798165135	YP_008240336.1	42.0	119	68	1	541	185	232	349	1.24e-21	94.0	588	410	60.7	28.8	YP_008240336.1 DNA-protecting protein DprA [Thermus phage phi OH2]
SRR25999231|k141_63558/Lagovirus/663/471-420/1.1846492125984254	NP_043924.1	43.9	98	55	0	368	661	1684	1781	7.810000000000001e-21	93.6	663	2017	44.3	4.9	NP_043924.1 gag-pol polyprotein [Snakehead retrovirus]
SRR25999230|k141_26623/Cosavirus/1445/425-401/1.1996311818181815	YP_010299071.1	26.6	308	190	8	1321	470	1	296	1.42e-19	92.4	1445	310	59.0	95.5	YP_010299071.1 hypothetical protein MPI94_gp62 [Pseudomonas phage YMC12/01/R24]
SRR25999230|k141_60948/Gallivirus/503/461-431/1.0706785148514852	YP_009623629.1	42.2	116	66	1	69	413	77	192	5.83e-22	92.4	503	297	68.6	39.1	YP_009623629.1 hypothetical protein FDJ41_gp019 [Yersinia phage fHe-Yen9-04]
SRR25999231|k141_11389/Sapovirus/523/312-408/1.0587125609756098	YP_009352742.1	39.6	106	64	0	204	521	268	373	9.68e-21	91.3	523	542	60.8	19.6	YP_009352742.1 ATP-dependent protease La Type I [Kaumoebavirus]
SRR14089789|k119_16231/Tremovirus/2338/1296-1320/1.823034	YP_010779403.1	28.2	294	141	9	2001	1132	60	287	2.64e-18	90.1	2338	327	37.2	69.7	YP_010779403.1 triacylglycerol lipase [Moumouvirus goulette]
SRR6202125|k119_2/Vesivirus/428/186-240/1.045074722222222	YP_006629.1	51.3	76	37	0	423	196	29	104	4.1699999999999994e-23	89.7	428	104	53.3	73.1	YP_006629.1 type II toxin-antitoxin system RelE/ParE family toxin [Klebsiella phage phiKO2]
SRR14089793|k119_10595/Erbovirus/1616/473-452/1.1628364077669902	YP_010777996.1	73.3	60	16	0	1611	1432	123	182	4.94e-19	89.4	1616	228	11.1	26.3	YP_010777996.1 cyclophilin ABH-like protein [Bodo saltans virus]
SRR14089789|k119_76482/Astroviridae/460/55-28/1.0983600980392156	YP_009465730.1	78.6	56	12	0	286	453	77	132	2.0600000000000002e-21	88.2	460	189	36.5	29.6	YP_009465730.1 hypothetical protein C5Y57_gp013 [Dishui lake phycodnavirus 1]
SRR25999231|k141_65287/Passerivirus/314/78-132/1.389426551724138	YP_004894718.1	45.3	86	45	1	252	1	1	86	7.03e-23	87.8	314	108	80.3	79.6	YP_004894718.1 thioredoxin-like protein [Megavirus chiliensis]
SRR25999231|k141_46788/Tottorivirus/306/138-96/1.590518048780488	YP_004956771.1	45.5	99	54	0	298	2	266	364	2.45e-20	87.0	306	512	97.1	19.3	YP_004956771.1 orf23 gene product [Helicoverpa zea nudivirus 2]
SRR25999230|k141_75049/Cosavirus/399/81-105/1.0901633636363637	YP_010581913.1	37.2	129	76	3	398	18	125	250	6.77e-20	87.0	399	461	95.5	27.3	YP_010581913.1 levanase [Bacillus phage SPG24]
SRR25999230|k141_68807/Sapovirus/559/366-462/1.0498273983739836	YP_003986748.1	32.3	198	122	2	1	558	376	573	9.21e-19	86.3	559	1024	99.8	19.3	YP_003986748.1 lon protease-like protein [Acanthamoeba polyphaga mimivirus]
SRR25999231|k141_35947/Sapovirus/434/206-107/1.0792889430894308	YP_009352742.1	41.6	89	52	0	279	13	279	367	5.52e-19	85.1	434	542	61.5	16.4	YP_009352742.1 ATP-dependent protease La Type I [Kaumoebavirus]
SRR25999230|k141_80728/Lagovirus/848/72-171/1.170569595959596	YP_009483380.1	29.2	301	177	12	23	844	226	517	2.66e-17	84.7	848	544	96.9	53.7	YP_009483380.1 Glycosyl hydrolase family 1 protein [Pandoravirus quercus]
SRR25999230|k141_6445/Hunnivirus/301/226-181/1.0375525862068966	YP_009310052.1	90.0	40	4	0	182	301	73	112	2.67e-20	82.8	301	170	39.9	23.5	YP_009310052.1 ORF5 [Parus major densovirus]
SRR14089789|k119_136586/Norovirus/661/546-576/1.0791408547008547	YP_010804937.1	37.8	143	83	4	238	654	33	173	1.26e-17	82.4	661	296	63.1	47.6	YP_010804937.1 nudix hydrolase [Acanthamoeba castellanii medusavirus]
SRR25999230|k141_58997/Sapovirus/336/147-117/1.0999055555555557	YP_009640107.1	46.4	97	44	3	329	45	28	118	2.15e-18	81.6	336	394	84.8	23.1	YP_009640107.1 hypothetical protein AV955_gp119 [Diadromus pulchellus ascovirus 4a]
SRR14089789|k119_38455/Potamipivirus/2846/1689-1719/1.3078469318181818	YP_443922.1	36.0	139	84	4	990	1400	1179	1314	8.79e-14	79.7	2846	2146	14.4	6.3	YP_443922.1 polyprotein [Atlantic salmon swim bladder sarcoma virus]
SRR25999231|k141_71243/Lagovirus/383/248-170/1.0383268292682928	YP_010803819.1	43.8	96	44	1	4	291	476	561	3.43e-17	79.3	383	712	75.2	12.1	YP_010803819.1 phosphatidylinositol kinase [Fadolivirus algeromassiliense]
SRR25999231|k141_393/Aphthovirus/338/57-81/1.032104666666667	YP_009002786.1	50.0	68	34	0	11	214	257	324	1.94e-17	78.6	338	328	60.4	20.7	YP_009002786.1 transposase [Staphylococcus phage StauST398-4]
SRR14089792|k119_79279/Ampivirus/1581/1110-1140/1.0473314285714286	YP_010802953.1	24.2	219	125	8	1406	753	5	183	2.77e-15	78.2	1581	218	41.4	82.1	YP_010802953.1 E3 ubiquitin ligase RBr family IBR domain protein [Fadolivirus algeromassiliense]
SRR25999230|k141_21166/Vesivirus/485/368-314/1.3040178991596638	YP_008798291.1	62.3	61	23	0	6	188	319	379	2.5e-16	77.8	485	380	37.7	16.1	YP_008798291.1 integrase [Streptococcus phage phiBHN167]
SRR25999231|k141_30852/Avisivirus/1361/656-44/1.1341232298136643	NP_046156.1	28.9	211	132	8	682	62	51	247	5.25e-14	77.8	1361	818	45.6	24.1	NP_046156.1 structural polyprotein [Rhopalosiphum padi virus]
SRR25999231|k141_25350/Ampivirus/438/174-108/1.1335502912621358	YP_009624868.1	37.0	127	79	1	383	6	5	131	1.83e-16	76.3	438	253	86.3	50.2	YP_009624868.1 transcriptional regulator [Escherichia phage RCS47]
SRR25999230|k141_75663/Tremovirus/410/161-116/1.2244284684684683	YP_009507248.1	41.1	73	43	0	408	190	496	568	7.9e-16	75.9	410	1084	53.4	6.7	YP_009507248.1 ORF B [Trichoplusia ni TED virus]
SRR25999230|k141_54184/Kobuvirus/320/290-2/2.2872673333333333	YP_010840838.1	38.7	106	64	1	315	1	1613	1718	9.64e-16	74.3	320	2086	98.4	5.1	YP_010840838.1 polyprotein [Stenotaphrum nepovirus]
SRR25999230|k141_71316/Sapovirus/652/352-256/1.0389897540983608	YP_009591095.1	55.9	68	30	0	214	11	10	77	4.45e-14	73.2	652	377	31.3	18.0	YP_009591095.1 phosphoadenosine phosphosulfate reductase [Flavobacterium phage FCV-1]
SRR25999231|k141_62542/Crohivirus/410/6-282/4.205523452380953	YP_009337367.1	33.1	139	85	2	5	409	1611	1745	2.47e-14	71.6	410	1945	98.8	6.9	YP_009337367.1 hypothetical protein 2 [Hubei picorna-like virus 66]
SRR25999231|k141_27279/Astroviridae/804/750-258/8.024273666666666	YP_009047247.1	39.8	113	53	3	605	303	66	175	1.15e-12	70.9	804	861	37.7	12.8	YP_009047247.1 ORF1A nonstructural polyprotein [Bovine astrovirus CH13]
SRR14089791|k119_104766/Livupivirus/2364/444-249/1.0027461371841155	YP_009010985.1	43.0	114	49	3	533	222	121	228	3.19e-11	68.9	2364	341	13.2	31.7	YP_009010985.1 neurovirulence protein ICP34.5 [Chimpanzee herpesvirus strain 105640]
SRR14089789|k119_56458/Livupivirus/2378/1911-2106/1.0023235379061373	YP_009011046.1	43.0	114	49	3	1824	2135	121	228	3.22e-11	68.9	2378	341	13.1	31.7	YP_009011046.1 neurovirulence protein ICP34.5 [Chimpanzee herpesvirus strain 105640]
SRR14089790|k119_32628/Livupivirus/2367/1902-2097/1.0025766787003612	YP_009011046.1	43.0	114	49	3	1813	2124	121	228	3.2e-11	68.9	2367	341	13.2	31.7	YP_009011046.1 neurovirulence protein ICP34.5 [Chimpanzee herpesvirus strain 105640]
SRR25999230|k141_42249/Torchivirus/6192/4149-4215/1.2081410416666667	YP_009909475.1	32.3	99	67	0	2408	2112	5	103	3.04e-12	68.2	6192	110	4.8	90.0	YP_009909475.1 quaternary ammonium compound-resistance protein QacE [Escherichia phage 4A7]
SRR25999231|k141_5596/Sicinivirus/325/96-138/1.1240887155963304	YP_009043907.1	43.8	73	39	2	223	8	3	74	1.21e-13	67.0	325	231	66.5	31.2	YP_009043907.1 endolysin [Vibrio phage X29]
SRR14089791|k119_105837/Astroviridae/963/519-357/1.0073081333333334	YP_010804469.1	32.0	175	98	6	547	47	27	188	4.65e-11	66.6	963	458	52.0	35.4	YP_010804469.1 hypothetical protein QKU58_gp065 [Pyramimonas orientalis virus]
SRR14089791|k119_108189/Vesivirus/4533/2556-2628/1.1857069444444444	YP_010803551.1	25.6	273	184	7	4390	3578	27	282	1.44e-09	65.9	4533	496	17.9	51.6	YP_010803551.1 glutamyl-tRNA synthetase [Fadolivirus algeromassiliense]
SRR14089790|k119_54623/Vesivirus/4042/2067-2139/1.2018417592592592	YP_010803551.1	25.6	273	184	7	3900	3088	27	282	1.26e-09	65.9	4042	496	20.1	51.6	YP_010803551.1 glutamyl-tRNA synthetase [Fadolivirus algeromassiliense]
SRR14089792|k119_11182/Vesivirus/4576/2158-2086/1.184308148148148	YP_010803551.1	25.6	273	184	7	325	1137	27	282	1.46e-09	65.9	4576	496	17.8	51.6	YP_010803551.1 glutamyl-tRNA synthetase [Fadolivirus algeromassiliense]
SRR14089789|k119_73155/Vesivirus/5344/3390-3462/1.162545925925926	YP_010803551.1	25.6	273	184	7	5224	4412	27	282	1.75e-09	65.9	5344	496	15.2	51.6	YP_010803551.1 glutamyl-tRNA synthetase [Fadolivirus algeromassiliense]
SRR14089793|k119_31218/Vesivirus/3967/1983-2055/1.2045032407407406	YP_010803551.1	25.6	273	184	7	3816	3004	27	282	1.23e-09	65.9	3967	496	20.5	51.6	YP_010803551.1 glutamyl-tRNA synthetase [Fadolivirus algeromassiliense]
SRR14089790|k119_52068/Poecivirus/1463/608-575/1.0452416822429909	YP_009146233.1	33.1	145	85	6	558	151	2	143	5.91e-11	65.5	1463	222	27.9	64.0	YP_009146233.1 DNA repair protein [Sulfitobacter phage NYA-2014a]
SRR14089791|k119_118399/Cardiovirus/2207/1064-1022/1.0155717105263158	YP_009857415.1	22.8	346	247	9	1168	2157	137	478	8.52e-10	65.5	2207	579	44.9	59.1	YP_009857415.1 minor tail protein [Microbacterium phage Arete]
SRR14089793|k119_26748/Poecivirus/880/607-574/1.1515767289719627	YP_009146233.1	33.1	145	85	6	558	151	2	143	2.06e-11	65.5	880	222	46.4	64.0	YP_009146233.1 DNA repair protein [Sulfitobacter phage NYA-2014a]
SRR25999231|k141_66357/Lagovirus/1540/913-823/1.6931354166666666	YP_009015546.1	24.6	211	144	4	661	35	2	199	1.26e-10	65.1	1540	249	40.7	79.5	YP_009015546.1 gp243 [Bacillus phage G]
SRR25999231|k141_65622/Avihepatovirus/363/255-228/1.0706858196721312	YP_001497148.1	46.8	62	33	0	155	340	696	757	2.77e-12	65.1	363	1739	51.2	3.6	YP_001497148.1 gag-pol precursor polyprotein [RD114 retrovirus]
SRR25999231|k141_76340/Parechovirus/1738/439-67/1.389811666666667	YP_009333558.1	27.3	194	134	4	571	2	249	439	3.41e-09	63.5	1738	1618	32.8	11.8	YP_009333558.1 hypothetical protein 1 [Beihai picorna-like virus 74]
SRR14089793|k119_38331/Vesivirus/876/549-582/1.0164406542056077	YP_010802999.1	41.0	78	43	1	225	449	8	85	8.62e-12	63.2	876	86	25.7	90.7	YP_010802999.1 cytochrome b5-like protein [Fadolivirus algeromassiliense]
SRR14089790|k119_60750/Vesivirus/817/492-525/1.0269499065420562	YP_010802999.1	41.0	78	43	1	168	392	8	85	7.04e-12	63.2	817	86	27.5	90.7	YP_010802999.1 cytochrome b5-like protein [Fadolivirus algeromassiliense]
SRR14089791|k119_54659/Vesivirus/821/480-513/1.0263760747663553	YP_010802999.1	41.0	78	43	1	156	380	8	85	7.2e-12	63.2	821	86	27.4	90.7	YP_010802999.1 cytochrome b5-like protein [Fadolivirus algeromassiliense]
SRR14089789|k119_128727/Vesivirus/827/359-326/1.0252360747663554	YP_010802999.1	41.0	78	43	1	684	460	8	85	7.35e-12	63.2	827	86	27.2	90.7	YP_010802999.1 cytochrome b5-like protein [Fadolivirus algeromassiliense]
SRR25999230|k141_69628/Rosavirus/628/118-76/1.6208861052631578	YP_009836344.1	32.2	146	97	2	5	436	292	437	2.7e-10	62.4	628	878	68.8	16.6	YP_009836344.1 tail length tape measure protein [Paenibacillus phage PBL1c]
SRR25999230|k141_36628/Norovirus/381/39-69/1.1056231428571428	YP_004306905.1	41.0	83	44	1	1	234	127	209	3.25e-11	62.0	381	341	61.4	24.3	YP_004306905.1 clamp loader of DNA polymerase [Streptococcus phage Dp-1]
SRR25999230|k141_64945/Avastrovirus/301/106-61/1.090757837837838	YP_009310056.1	83.8	37	6	0	65	175	1	37	1.17e-11	62.0	301	303	36.9	12.2	YP_009310056.1 ORF2 [Parus major densovirus]
SRR25999231|k141_69832/Torchivirus/1892/537-588/1.0195693032786886	YP_009111279.1	64.6	48	15	1	1752	1889	7	54	5.27e-09	61.6	1892	333	7.3	14.4	YP_009111279.1 hypothetical protein Av05_00205 [Escherichia phage Av-05]
SRR25999231|k141_9445/Potamipivirus/422/356-305/1.024114358974359	YP_010801995.1	32.1	137	65	4	414	28	21	137	1.4e-10	60.8	422	459	91.7	25.5	YP_010801995.1 beta-galactosidase [Acanthamoeba castellanii medusavirus]
SRR25999230|k141_19242/Hunnivirus/369/264-66/1.6747932727272727	YP_009333347.1	41.4	70	40	1	269	63	373	442	8.88e-11	60.8	369	1244	56.1	5.6	YP_009333347.1 RNA-dependent RNA polymerase [Beihai narna-like virus 17]
SRR25999230|k141_190/Enterovirus/532/475-307/1.2447511538461538	YP_009336529.1	27.7	166	94	5	502	56	2387	2543	8.71e-10	60.1	532	3001	84.0	5.2	YP_009336529.1 hypothetical protein [Hubei picorna-like virus 44]
SRR25999231|k141_63694/Tremovirus/920/347-311/1.3595633720930234	YP_009481483.1	47.7	65	33	1	293	102	546	610	8.92e-09	59.7	920	616	20.9	10.6	YP_009481483.1 hAT family C-terminal dimerization region domain containing protein [Pandoravirus macleodensis]
SRR14089792|k119_62394/Cardiovirus/2132/1067-1025/1.020261754385965	YP_009857415.1	22.9	328	234	8	1173	2108	137	461	6.73e-08	59.3	2132	579	43.9	56.1	YP_009857415.1 minor tail protein [Microbacterium phage Arete]
SRR14089789|k119_42217/Megrivirus/2075/888-936/1.0899865546218488	YP_009701930.1	30.2	126	81	2	1310	933	101	219	6.81e-08	58.5	2075	359	18.2	33.1	YP_009701930.1 histidine decarboxylase [Paramecium bursaria Chlorella virus CVA-1]
SRR14089793|k119_33551/Megrivirus/2056/1168-1120/1.0911233613445377	YP_009701930.1	30.2	126	81	2	747	1124	101	219	6.71e-08	58.5	2056	359	18.4	33.1	YP_009701930.1 histidine decarboxylase [Paramecium bursaria Chlorella virus CVA-1]
SRR14089792|k119_47647/Megrivirus/2033/1142-1094/1.092650756302521	YP_009701930.1	30.2	126	81	2	722	1099	101	219	6.62e-08	58.5	2033	359	18.6	33.1	YP_009701930.1 histidine decarboxylase [Paramecium bursaria Chlorella virus CVA-1]
SRR14089789|k119_31817/Potamipivirus/424/114-195/1.1286255376344083	YP_008052571.1	50.8	59	28	1	3	179	135	192	9.36e-10	58.5	424	604	41.7	9.6	YP_008052571.1 ATP-dependent zinc metalloprotease [Phaeocystis globosa virus]
SRR14089790|k119_65320/Megrivirus/2032/1144-1096/1.092650756302521	YP_009701930.1	30.2	126	81	2	723	1100	101	219	6.6e-08	58.5	2032	359	18.6	33.1	YP_009701930.1 histidine decarboxylase [Paramecium bursaria Chlorella virus CVA-1]
SRR14089791|k119_4093/Megrivirus/2032/1144-1096/1.092650756302521	YP_009701930.1	30.2	126	81	2	723	1100	101	219	6.6e-08	58.5	2032	359	18.6	33.1	YP_009701930.1 histidine decarboxylase [Paramecium bursaria Chlorella virus CVA-1]
SRR14089791|k119_119410/Erbovirus/2647/2175-2196/1.0909719417475727	YP_010777996.1	72.2	36	10	0	7	114	123	158	5.58e-08	57.8	2647	228	4.1	15.8	YP_010777996.1 cyclophilin ABH-like protein [Bodo saltans virus]
SRR14089792|k119_65506/Salivirus/4811/1113-1146/1.098110761904762	YP_010781850.1	24.0	167	122	3	2051	1563	65	230	1.14e-06	57.0	4811	756	10.2	22.0	YP_010781850.1 ankyrin repeat-containing protein [Tupanvirus soda lake]
SRR14089793|k119_19203/Salivirus/4388/3695-3662/1.111108380952381	YP_010781850.1	24.0	167	122	3	2757	3245	65	230	1.03e-06	57.0	4388	756	11.1	22.0	YP_010781850.1 ankyrin repeat-containing protein [Tupanvirus soda lake]
SRR14089791|k119_121140/Salivirus/2328/1230-1197/1.2015866666666666	YP_010781850.1	24.0	167	122	3	293	781	65	230	4.58e-07	57.0	2328	756	21.0	22.0	YP_010781850.1 ankyrin repeat-containing protein [Tupanvirus soda lake]
SRR14089790|k119_58162/Salivirus/2241/1188-1155/1.2073041904761903	YP_010781850.1	24.0	167	122	3	249	737	65	230	4.34e-07	57.0	2241	756	21.8	22.0	YP_010781850.1 ankyrin repeat-containing protein [Tupanvirus soda lake]
SRR25999230|k141_2964/Crohivirus/350/87-129/1.0591991346153846	YP_010802656.1	45.7	46	25	0	350	213	33	78	1.38e-09	56.6	350	256	39.4	18.0	YP_010802656.1 non-structural protein [Ambidensovirus_Croatia_17_S17]
SRR25999231|k141_58907/Lagovirus/499/424-376/1.0662674803149603	NP_043924.1	28.6	140	96	3	78	497	1606	1741	9.78e-09	56.6	499	2017	84.2	6.7	NP_043924.1 gag-pol polyprotein [Snakehead retrovirus]
SRR14089793|k119_7709/Cardiovirus/1765/684-726/1.0460030701754386	YP_009618565.1	22.9	288	179	11	1441	590	123	371	3.11e-07	56.2	1765	372	48.3	66.9	YP_009618565.1 tail protein [Shigella phage Sf14]
SRR25999230|k141_53614/Caliciviridae/391/271-223/1.0862497142857142	YP_004957306.1	33.3	129	71	4	5	391	56	169	2.79e-09	56.2	391	251	99.0	45.4	YP_004957306.1 ABC transporter [Planktothrix phage PaV-LD]
SRR14089789|k119_116915/Cardiovirus/1756/1072-1030/1.0467087719298245	YP_009618565.1	22.9	288	179	11	316	1167	123	371	3.09e-07	56.2	1756	372	48.5	66.9	YP_009618565.1 tail protein [Shigella phage Sf14]
SRR14089790|k119_54270/Cardiovirus/1891/1072-1030/1.0365421052631578	YP_009618565.1	22.9	288	179	11	316	1167	123	371	3.44e-07	56.2	1891	372	45.1	66.9	YP_009618565.1 tail protein [Shigella phage Sf14]
SRR25999230|k141_57878/Passerivirus/372/237-267/1.023636695652174	YP_009797130.1	34.9	86	53	2	364	110	90	173	4.66e-09	55.8	372	450	68.5	18.7	YP_009797130.1 DNA helicase [Faecalibacterium phage FP_Epona]
SRR25999231|k141_57909/Parechovirus/967/913-886/1.1534947706422018	YP_010754570.1	44.0	50	28	0	967	818	189	238	8.96e-08	55.5	967	239	15.5	20.9	YP_010754570.1 hypothetical protein QEH35_gp102 [Streptomyces phage Gilgamesh]
SRR25999231|k141_41836/Pasivirus/387/306-282/1.0823461386138615	NP_795539.1	34.2	111	65	3	360	46	151	259	5.56e-09	55.5	387	264	81.4	41.3	NP_795539.1 putative mitogenic factor [Streptococcus phage 315.3]
SRR25999231|k141_9373/Sapovirus/442/294-324/1.0073209401709402	YP_009508566.1	32.1	84	55	1	194	439	811	894	3.64e-08	54.3	442	1134	55.7	7.4	YP_009508566.1 pol [Squirrel monkey simian foamy virus]
SRR25999231|k141_56964/Tottorivirus/307/21-51/1.0567164285714286	YP_011770871.1	83.9	31	5	0	214	306	139	169	4.26e-09	54.3	307	208	30.3	14.9	YP_011770871.1 LysM domain containing peptidoglycan-binding protein [Enterococcus phage iF6]
SRR14089790|k119_66120/Senecavirus/457/261-282/1.0741528440366972	YP_009329013.1	26.4	110	73	1	143	448	10	119	5.77e-08	53.9	457	1406	67.0	7.8	YP_009329013.1 serine-threonine kinase [Cedratvirus A11]
SRR25999231|k141_76473/Aphthovirus/716/71-50/1.0663238095238097	YP_009032549.1	35.7	112	66	2	356	24	16	122	4.45e-07	52.8	716	275	46.5	38.9	YP_009032549.1 esterase/lipase [Mycobacterium phage Phantastic]
SRR25999231|k141_75404/Pasivirus/567/450-429/1.0583085148514852	YP_010803498.1	41.3	63	36	1	563	378	548	610	4.4e-07	52.4	567	852	32.8	7.4	YP_010803498.1 DNA topoisomerase IA subunit omega [Fadolivirus algeromassiliense]
SRR25999231|k141_50555/Livupivirus/1566/1134-1293/1.051201046931408	YP_009329856.1	49.0	51	24	1	1134	1286	30	78	8.42e-06	52.4	1566	2354	9.8	2.1	YP_009329856.1 polyprotein [livupivirus A1]
SRR25999231|k141_3719/Parechovirus/322/226-100/1.0348514166666667	YP_009200900.1	38.4	73	45	0	229	11	3	75	4.27e-08	52.0	322	231	68.0	31.6	YP_009200900.1 thymidylate kinase [Enterococcus phage IME-EFm5]
SRR25999231|k141_14445/Salivirus/418/52-25/1.1352089523809523	YP_009665762.1	27.3	110	78	2	90	416	119	227	2.36e-07	51.6	418	799	78.2	13.6	YP_009665762.1 19.5g1 protein [Bracoviriform inaniti]
SRR25999230|k141_12842/Livupivirus/480/141-111/1.03933592	YP_002154639.1	32.6	92	59	1	168	434	328	419	3.73e-07	51.6	480	459	55.6	20.0	YP_002154639.1 putative sensor histidine kinase [Feldmannia species virus]
SRR25999230|k141_41159/Erbovirus/792/144-114/1.1442769421487604	YP_009213700.1	34.8	92	59	1	791	516	83	173	9.29e-07	51.6	792	214	34.8	42.5	YP_009213700.1 FabG-like 3-oxoacyl-(acyl-carrier-protein) reductase [Prochlorococcus phage P-TIM68]
SRR25999231|k141_31176/Passerivirus/382/67-34/1.2989558260869565	YP_003969759.1	36.4	66	40	2	380	186	202	266	2.06e-07	51.2	382	402	51.0	16.2	YP_003969759.1 putative DnaJ/Hsp40 [Cafeteria roenbergensis virus BV-PW1]
SRR25999231|k141_7853/Vesivirus/309/105-213/1.0016955617977528	YP_004894468.1	43.3	67	27	3	124	309	72	132	1.2e-07	50.8	309	276	60.2	22.1	YP_004894468.1 uridine kinase [Megavirus chiliensis]
SRR14089793|k119_50947/Teschovirus/2005/61-19/1.0295971641791044	YP_001129432.1	26.6	188	116	6	369	932	27	192	1.21e-05	50.8	2005	271	28.1	61.3	YP_001129432.1 K14 [Human gammaherpesvirus 8]
SRR14089789|k119_2638/Teschovirus/1290/63-21/1.0935364179104476	YP_001129432.1	26.6	188	116	6	371	934	27	192	6.51e-06	50.8	1290	271	43.7	61.3	YP_001129432.1 K14 [Human gammaherpesvirus 8]
SRR14089792|k119_48511/Lagovirus/3012/2745-2709/1.0336856643356642	YP_009329619.1	66.7	36	10	1	894	1001	262	295	2.34e-05	50.8	3012	295	3.6	11.5	YP_009329619.1 Kelch repeat and BTB domain-containing protein A55 [BeAn 58058 virus]
SRR14089792|k119_81605/Teschovirus/2011/67-25/1.0409570895522386	YP_001129432.1	26.6	188	116	6	375	938	27	192	1.21e-05	50.8	2011	271	28.0	61.3	YP_001129432.1 K14 [Human gammaherpesvirus 8]
SRR25999230|k141_42220/Megrivirus/344/141-180/1.026090859375	YP_009881446.1	46.6	58	26	3	13	180	274	328	2.69e-07	50.4	344	422	48.8	13.0	YP_009881446.1 glutathionylspermidine synthase [Acinetobacter phage KARL-1]
