Образец	Страна	Год извлечения	Хозяин	Длина контига	Профиль	На что бластанулось	Bitscore	Информация
SRR19115554	Switzerland	2020	Myotis myotis	780	Aphthovirus	RNA-directed RNA polymerase, partial [Circulifer tenellus virus 1]	339.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	1419	Bopivirus	hypothetical protein 2 [Wenzhou sobemo-like virus 4]	339.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	672	Avisivirus	structural protein [Formica exsecta virus 1]	338.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14381429	China	2020	Rhinolophus malayanus	1998	Parechovirus	hypothetical protein [Wuhan coneheads virus 1]	335.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR19115554	Switzerland	2020	Myotis myotis	561	Crohivirus	hypothetical protein [Wuhan fly virus 4]	333.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	2918	Rosavirus	hypothetical protein 2 [Wenzhou sobemo-like virus 4]	332.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14381429	China	2020	Rhinolophus malayanus	735	Cosavirus	hypothetical protein [Hubei picorna-like virus 29]	331.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR19115554	Switzerland	2020	Myotis myotis	642	Parechovirus	non-structural polyprotein [Formica exsecta virus 1]	330.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14381429	China	2020	Rhinolophus malayanus	1665	Hepatovirus	RNA-dependent RNA polymerase [Cryptosporidium parvum virus 1]	330.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR14381429	China	2020	Rhinolophus malayanus	725	Enterovirus	polyprotein [Dinocampus coccinellae paralysis virus]	329.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR19115554	Switzerland	2020	Myotis myotis	2340	Hepatovirus	hypothetical protein 1 [Wuhan spider virus 4]	329.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	1104	Hepatovirus	hypothetical protein [Hubei picorna-like virus 26]	328.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	2779	Cosavirus	hypothetical protein [Hubei picorna-like virus 50]	328.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14860680				1104	Sakobuvirus	site-specific integrase [Enterobacteria phage mEp460]	327.0	
SRR19115554	Switzerland	2020	Myotis myotis	949	Aphthovirus	RdRp [Salado virus]	326.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14381429	China	2020	Rhinolophus malayanus	2119	Crohivirus	hypothetical protein [Hubei myriapoda virus 1]	325.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR19115554	Switzerland	2020	Myotis myotis	496	Vesivirus	capsid protein [Sewage-associated gemycircularvirus 1]	325.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	1243	Rosavirus	hypothetical protein 2 [Wenzhou sobemo-like virus 4]	323.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	2668	Hepatovirus	hypothetical protein 3 [Hubei picorna-like virus 82]	323.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	485	Astroviridae	hypothetical protein 1 [Sanxia sobemo-like virus 4]	320.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	2512	Enterovirus	replication associated protein [Deer faeces associated circular DNA virus 1]	320.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	627	Crohivirus	polyprotein [Sacbrood virus]	319.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14381429	China	2020	Rhinolophus malayanus	1609	Crohivirus	hypothetical protein [Hubei picorna-like virus 29]	318.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR19115554	Switzerland	2020	Myotis myotis	2683	Astroviridae	hypothetical protein 2 [Wenzhou sobemo-like virus 4]	318.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	2382	Parechovirus	hypothetical protein 2 [Wenzhou sobemo-like virus 4]	318.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	1444	Parechovirus	hypothetical protein 1 [Beihai tombus-like virus 15]	318.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	1868	Crohivirus	putative NS1 protein [Tetranychus urticae-associated ambidensovirus]	318.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	3607	Cosavirus	polyprotein [Sacbrood virus]	317.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR30793080				8960	Sicinivirus	major tail protein [Enterococcus phage phiFL4A]	317.0	
SRR19115554	Switzerland	2020	Myotis myotis	811	Ampivirus	polyprotein [Pityohyphantes rubrofasciatus iflavirus]	315.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	2949	Crohivirus	hypothetical protein [Hubei picorna-like virus 50]	314.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	891	Astroviridae	hypothetical protein 3 [Hubei sobemo-like virus 13]	314.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	2415	Gallivirus	replication associated protein [Deer faeces associated circular DNA virus 1]	313.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	787	Kunsagivirus	hypothetical protein 3 [Hubei sobemo-like virus 13]	311.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	579	Hepatovirus	hypothetical protein [Wuhan fly virus 4]	309.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	2408	Gallivirus	replication associated protein [Deer faeces associated circular DNA virus 1]	308.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	1205	Cardiovirus	RNA-dependent RNA polymerase [Culex tritaeniorhynchus totivirus]	308.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	686	Aphthovirus	polymerase polyprotein [Israeli acute paralysis virus]	307.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14381429	China	2020	Rhinolophus malayanus	889	Parechovirus	hypothetical protein [Hubei picorna-like virus 29]	306.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR14381429	China	2020	Rhinolophus malayanus	1108	Hepatovirus	RdRp [Wuhan insect virus 23]	305.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR19115554	Switzerland	2020	Myotis myotis	2704	Oscivirus	RdRp [Hubei diptera virus 13]	305.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14381429	China	2020	Rhinolophus malayanus	1156	Cosavirus	hypothetical protein [Hubei picorna-like virus 29]	303.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR19115554	Switzerland	2020	Myotis myotis	2822	Potamipivirus	polyprotein [Golden shiner totivirus]	303.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14381429	China	2020	Rhinolophus malayanus	2539	Crohivirus	hypothetical protein [Hubei myriapoda virus 1]	303.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR19115554	Switzerland	2020	Myotis myotis	1048	Parechovirus	polyprotein [parechovirus D1]	303.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14381429	China	2020	Rhinolophus malayanus	1837	Crohivirus	hypothetical protein [Hubei picorna-like virus 29]	303.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR19115554	Switzerland	2020	Myotis myotis	866	Hepatovirus	hypothetical protein [Hubei picorna-like virus 39]	303.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	470	Hepatovirus	replication-associated protein [Cyclovirus TsCyV-1_JP-NUBS-2014]	301.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14381429	China	2020	Rhinolophus malayanus	1994	Kobuvirus	polyprotein [Dinocampus coccinellae paralysis virus]	300.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR14381429	China	2020	Rhinolophus malayanus	466	Astroviridae	capsid protein precursor [Bat astrovirus Hp/Guangxi/LC03/2007]	299.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR19115554	Switzerland	2020	Myotis myotis	2891	Aphthovirus	hypothetical protein 1 [Wuhan millipede virus 3]	298.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	461	Hepatovirus	polyprotein [Bat hepatovirus BUO2BF86Colafr2010]	298.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	2181	Crohivirus	hypothetical protein 2 [Beihai picorna-like virus 75]	296.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	805	Crohivirus	hypothetical protein [Hubei tetragnatha maxillosa virus 3]	296.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	682	Harkavirus	putative Rep protein [Circovirus-like genome DHCV-2]	296.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR30793080				827	Parechovirus	polyprotein [parechovirus D1]	296.0	
SRR19115554	Switzerland	2020	Myotis myotis	804	Cardiovirus	RNA-dependent RNA polymerase [Golden shiner totivirus]	294.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	1692	Cosavirus	replication associated protein [Deer faeces associated circular DNA virus 1]	293.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	544	Aalivirus	replication associated protein [Chimpanzee faeces associated circular DNA virus 1]	293.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	1390	Cardiovirus	RNA-dependent RNA polymerase [Golden shiner totivirus]	293.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	1216	Teschovirus	virion structural protein [Klebsiella phage vB_KpnM_15-38_KLPPOU148]	291.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	866	Megrivirus	hypothetical protein 1 [Wuhan arthropod virus 2]	291.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	2233	Oscivirus	hypothetical protein [Hubei sobemo-like virus 41]	290.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	1479	Parechovirus	hypothetical protein 2 [Beihai tombus-like virus 7]	290.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	1076	Rosavirus	hypothetical protein 4 [Yongsan picorna-like virus 3]	289.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	1162	Cosavirus	hypothetical protein 1 [Wuhan arthropod virus 2]	289.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	1000	Passerivirus	hypothetical protein 1 [Wuhan arthropod virus 2]	289.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR30793080				512	Sakobuvirus	ribonucleotide reductase [Lentibacter phage vB_LenP_ICBM2]	288.0	
SRR19115554	Switzerland	2020	Myotis myotis	1152	Astroviridae	capsid protein [Meles meles circovirus-like virus]	286.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	1820	Bopivirus	hypothetical protein 3 [Hubei sobemo-like virus 13]	285.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	466	Crohivirus	replicase polyprotein [Drosophila C virus]	285.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14381429	China	2020	Rhinolophus malayanus	545	Astroviridae	non-structural polyprotein 1AB, partial [Bat astrovirus Tm/Guangxi/LD38/2007]	284.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR19115554	Switzerland	2020	Myotis myotis	813	Astroviridae	hypothetical protein 3 [Hubei sobemo-like virus 13]	283.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	585	Rosavirus	hypothetical protein 1 [Hubei orthoptera virus 1]	283.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14381429	China	2020	Rhinolophus malayanus	885	Ailurivirus	protein P1 [Acyrthosiphon pisum virus]	283.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR14381429	China	2020	Rhinolophus malayanus	2871	Enterovirus	hypothetical protein [Wuhan coneheads virus 1]	282.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR19115554	Switzerland	2020	Myotis myotis	628	Ailurivirus	polyprotein [Sacbrood virus]	281.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	2449	Bopivirus	hypothetical protein 2 [Wenzhou sobemo-like virus 4]	279.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	804	Senecavirus	RNA-dependent RNA polymerase [Armigeres subalbatus virus SaX06-AK20]	278.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	3516	Caliciviridae	hypothetical protein 2 [Wuhan spider virus 4]	278.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	3085	Enterovirus	hypothetical protein 1 [Hubei picorna-like virus 69]	277.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	753	Astroviridae	RNA-dependent RNA polymerase [Hubei orthoptera virus 4]	277.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	718	Ailurivirus	thymidylate synthase [Erwinia phage vB_EamM_RisingSun]	277.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	502	Parechovirus	hypothetical protein 2 [Wuhan arthropod virus 2]	276.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	915	Norovirus	replication-associated protein [Odonata-associated circular virus-11]	275.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14381429	China	2020	Rhinolophus malayanus	513	Crohivirus	polyprotein [Moku virus]	275.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR19115554	Switzerland	2020	Myotis myotis	509	Enterovirus	hypothetical protein 2 [Hubei mosquito virus 2]	273.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	533	Lagovirus	hypothetical protein 2 [Hubei mosquito virus 2]	273.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	8533	Harkavirus	replicative protein [Halhan virus 3]	273.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	2143	Crohivirus	hypothetical protein [Beihai picorna-like virus 66]	271.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14860598				896	Recovirus	LTA synthase family protein [Streptococcus thermophilus DSM 20617]	270.0	
SRR14381429	China	2020	Rhinolophus malayanus	2061	Astroviridae	capsid [HMO Astrovirus A]	270.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR19115554	Switzerland	2020	Myotis myotis	1345	Crohivirus	hypothetical protein 1 [Wuhan spider virus 4]	269.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14381429	China	2020	Rhinolophus malayanus	662	Parechovirus	RNA-dependent RNA polymerase [Rosellinia necatrix partitivirus 2]	268.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR19115554	Switzerland	2020	Myotis myotis	1338	Enterovirus	hypothetical protein 2 [Wenzhou sobemo-like virus 4]	268.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	426	Caliciviridae	nonstructural polyprotein [Black queen cell virus]	268.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14381429	China	2020	Rhinolophus malayanus	724	Ailurivirus	eukaryotic translation elongation factor 2 [Fadolivirus algeromassiliense]	266.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR19115554	Switzerland	2020	Myotis myotis	2616	Astroviridae	hypothetical protein 2 [Hubei sobemo-like virus 7]	266.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	814	Parechovirus	polyprotein [parechovirus D1]	266.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	675	Hepatovirus	hypothetical protein [Hubei picorna-like virus 39]	265.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	462	Aphthovirus	replicase polyprotein [Acute bee paralysis virus]	264.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	551	Crohivirus	hypothetical protein 1 [Hubei picorna-like virus 24]	263.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	4245	Bopivirus	hypothetical protein [Wenzhou picorna-like virus 47]	263.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	656	Norovirus	putative polyprotein [Thika virus]	263.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	811	Harkavirus	replication-associated protein [Dragonfly larvae associated circular virus-2]	262.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	548	Cosavirus	hypothetical protein [Hubei picorna-like virus 26]	262.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	856	Astroviridae	hypothetical protein 2 [Hubei diptera virus 14]	262.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14381429	China	2020	Rhinolophus malayanus	3148	Harkavirus	hypothetical protein 2 [Wuhan spider virus 9]	262.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR19115554	Switzerland	2020	Myotis myotis	589	Aphthovirus	polyprotein [Washington bat picornavirus]	262.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR25884681				494	Parechovirus	RNA-dependent RNA polymerase [Cryptosporidium parvum virus 1]	262.0	
SRR19115554	Switzerland	2020	Myotis myotis	1071	Crohivirus	polyprotein [Washington bat picornavirus]	261.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR30793080				568	Ailurivirus	polyprotein [mischivirus C1]	261.0	
SRR14381429	China	2020	Rhinolophus malayanus	835	Cosavirus	hypothetical protein [Hubei tick virus 1]	260.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR19115554	Switzerland	2020	Myotis myotis	824	Parechovirus	hypothetical protein 2 [Hubei diptera virus 1]	259.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR33769988				732	Norovirus	phosphoenolpyruvate synthase [Fadolivirus algeromassiliense]	259.0	
SRR19115554	Switzerland	2020	Myotis myotis	572	Cardiovirus	polyprotein [Sacbrood virus]	258.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR25884681				1908	Astroviridae	RdRp [Xingshan nematode virus 5]	258.0	
SRR19115554	Switzerland	2020	Myotis myotis	1188	Kunsagivirus	hypothetical protein 3 [Hubei sobemo-like virus 13]	257.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14381429	China	2020	Rhinolophus malayanus	1706	Crohivirus	hypothetical protein [Hubei myriapoda virus 1]	256.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR19115554	Switzerland	2020	Myotis myotis	1310	Norovirus	replication-associated protein [Panicum ecklonii-associated virus]	255.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	580	Ailurivirus	polyprotein [Sacbrood virus]	255.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	5368	Lagovirus	putative transcriptional regulator (repressor) [Salmonella phage Fels-1]	254.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14381429	China	2020	Rhinolophus malayanus	1451	Crohivirus	hypothetical protein [Hubei myriapoda virus 1]	254.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR19115554	Switzerland	2020	Myotis myotis	2408	Caliciviridae	hypothetical protein KE335_gp29 [Aeromonas phage 2_D05]	253.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	660	Rosavirus	hypothetical protein 1 [Hubei picorna-like virus 24]	253.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14381429	China	2020	Rhinolophus malayanus	1966	Crohivirus	hypothetical protein [Hubei myriapoda virus 1]	253.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR19115554	Switzerland	2020	Myotis myotis	3253	Caliciviridae	hypothetical protein KE335_gp29 [Aeromonas phage 2_D05]	253.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	2429	Aphthovirus	portal protein [Staphylococcus phage SA7]	252.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14381429	China	2020	Rhinolophus malayanus	5555	Crohivirus	RNA-dependent RNA polymerase [Solenopsis invicta virus 4]	252.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR19115554	Switzerland	2020	Myotis myotis	635	Passerivirus	polyprotein [Washington bat picornavirus]	252.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR25884681				617	Cosavirus	RdRp [Hubei diptera virus 17]	252.0	
SRR19115554	Switzerland	2020	Myotis myotis	1716	Oscivirus	RdRp [Wenzhou shrimp virus 9]	252.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14381429	China	2020	Rhinolophus malayanus	526	Astroviridae	polyprotein 1AB, partial [Mamastrovirus 18]	252.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR25884871	China	2009	Hipposideros pomona	531	Passerivirus	putative structural polyprotein [Solenopsis invicta virus 3]	251.0	BioProject: PRJNA997461 | SRA Study: SRP458111 | Experiment: SRX21605033
SRR19115554	Switzerland	2020	Myotis myotis	1373	Kobuvirus	replication-associated protein [Army ant associated cyclovirus 1]	251.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR14381429	China	2020	Rhinolophus malayanus	1794	Astroviridae	ORF1A nonstructural polyprotein [Bovine astrovirus CH13]	250.0	BioProject: PRJNA707649 | SRA Study: SRP318125 | Experiment: SRX10733726
SRR19115554	Switzerland	2020	Myotis myotis	401	Hepatovirus	polymerase polyprotein [Israeli acute paralysis virus]	248.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR25884871	China	2009	Hipposideros pomona	904	Sapovirus	putative structural polyprotein [Solenopsis invicta virus 3]	248.0	BioProject: PRJNA997461 | SRA Study: SRP458111 | Experiment: SRX21605033
SRR19115554	Switzerland	2020	Myotis myotis	703	Bopivirus	hypothetical protein [Hubei picorna-like virus 39]	246.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	929	Oscivirus	polyprotein [Helicoverpa armigera iflavirus]	246.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	8577	Crohivirus	VP2 [Drosophila subobscura Nora virus]	246.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	2214	Norovirus	replication-associated protein [Circoviridae 19 LDMD-2013]	245.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
SRR19115554	Switzerland	2020	Myotis myotis	561	Hepatovirus	hypothetical protein 1 [Hubei picorna-like virus 24]	245.0	BioProject: PRJNA835632 | SRA Study: SRP373899 | Experiment: SRX15183249
