Query,Name,Contig,Frame,Score,From,To,Alignment_length,HMM_length,Coverage,Threshold,Score_ratio,Length_contig
Kobuvirus_polyprotein,k141_18829|frame=3,k141_18829,3,43.195823669433594,1174,1579,406,2410,0.16846473029045644,15,2.8797215779622394,9310
Parechovirus_3A_3B_3C_3D,k141_23792|frame=-2,k141_23792,-2,43.154380798339844,105,318,214,567,0.37742504409171074,12,3.596198399861654,8431
Kobuvirus_VP0-VP3-VP1,k141_28613|frame=-1,k141_28613,-1,43.13460922241211,264,452,189,845,0.22366863905325443,15,2.875640614827474,3182
Kobuvirus_polyprotein,k141_2621|frame=3,k141_2621,3,43.060447692871094,1174,1553,380,2410,0.15767634854771784,15,2.870696512858073,8540
Kobuvirus_3A_3B_3C_3D,k141_21702|frame=-2,k141_21702,-2,43.05416488647461,441,617,177,627,0.2822966507177033,15,2.8702776590983072,886
Kobuvirus_polyprotein,k141_3888|frame=-2,k141_3888,-2,42.9213752746582,1174,1606,433,2410,0.17966804979253112,15,2.861425018310547,9971
Kobuvirus_polyprotein,k141_3305|frame=-1,k141_3305,-1,42.91127014160156,556,743,188,2410,0.07800829875518672,15,2.8607513427734377,1249
Kobuvirus_VP0-VP3-VP1,k141_16175|frame=2,k141_16175,2,42.89674758911133,263,435,173,845,0.20473372781065088,15,2.859783172607422,5373
Kobuvirus_polyprotein,k141_17794|frame=-2,k141_17794,-2,42.75349044799805,1174,1549,376,2410,0.15601659751037344,15,2.850232696533203,4840
Kobuvirus_polyprotein,k141_33005|frame=-2,k141_33005,-2,42.672088623046875,1174,1549,376,2410,0.15601659751037344,15,2.844805908203125,4984
Parechovirus_polyprotein,k141_17285|frame=1,k141_17285,1,42.60218048095703,37,500,464,2205,0.21043083900226758,12,3.5501817067464194,9792
Parechovirus_polyprotein,k141_35811|frame=2,k141_35811,2,42.46089172363281,1170,1328,159,2205,0.07210884353741497,12,3.538407643636068,1609
Kobuvirus_3A_3B_3C_3D,k141_24256|frame=-1,k141_24256,-1,42.32868194580078,442,617,176,627,0.2807017543859649,15,2.8219121297200522,807
Kobuvirus_3A_3B_3C_3D,k141_17201|frame=2,k141_17201,2,42.28294372558594,313,495,183,627,0.291866028708134,15,2.8188629150390625,757
Kobuvirus_VP0-VP3-VP1,k141_27034|frame=1,k141_27034,1,42.07771301269531,265,451,187,845,0.22130177514792898,15,2.805180867513021,2616
Kobuvirus_VP0-VP3-VP1,k141_20611|frame=3,k141_20611,3,42.06397247314453,301,452,152,845,0.17988165680473372,15,2.8042648315429686,1390
Parechovirus_polyprotein,k141_29796|frame=1,k141_29796,1,41.996826171875,38,500,463,2205,0.20997732426303856,12,3.4997355143229165,8889
Kobuvirus_polyprotein,k141_8730|frame=2,k141_8730,2,41.94449234008789,1174,1549,376,2410,0.15601659751037344,15,2.7962994893391926,10053
Kobuvirus_VP0-VP3-VP1,k141_8554|frame=2,k141_8554,2,41.90270233154297,265,452,188,845,0.22248520710059172,15,2.7935134887695314,2780
Kobuvirus_3A_3B_3C_3D,k141_34045|frame=-1,k141_34045,-1,41.84847640991211,35,220,186,627,0.2966507177033493,15,2.789898427327474,1010
Parechovirus_polyprotein,k141_7491|frame=-2,k141_7491,-2,41.839691162109375,1969,2100,132,2205,0.05986394557823129,12,3.4866409301757812,1527
Kobuvirus_3A_3B_3C_3D,k141_9580|frame=1,k141_9580,1,41.83293914794922,442,617,176,627,0.2807017543859649,15,2.788862609863281,852
Kobuvirus_polyprotein,k141_26985|frame=-3,k141_26985,-3,41.77062225341797,1946,2090,145,2410,0.06016597510373444,15,2.7847081502278646,702
Parechovirus_polyprotein,k141_23792|frame=-2,k141_23792,-2,41.768707275390625,39,500,462,2205,0.20952380952380953,12,3.4807256062825522,8431
Kobuvirus_polyprotein,k141_14456|frame=-2,k141_14456,-2,41.73720169067383,2096,2394,299,2410,0.12406639004149378,15,2.7824801127115886,1243
Parechovirus_polyprotein,k141_26401|frame=-3,k141_26401,-3,41.65560531616211,1741,1956,216,2205,0.09795918367346938,12,3.4713004430135093,2871
Parechovirus_polyprotein,k141_9498|frame=2,k141_9498,2,41.618682861328125,39,500,462,2205,0.20952380952380953,12,3.4682235717773438,9261
Kobuvirus_VP0-VP3-VP1,k141_8730|frame=2,k141_8730,2,41.53041458129883,264,451,188,845,0.22248520710059172,15,2.768694305419922,10053
Kobuvirus_2A_2B_2C,k141_16107|frame=-1,k141_16107,-1,41.49512481689453,258,370,113,635,0.17795275590551182,15,2.7663416544596355,538
Parechovirus_polyprotein,k141_14601|frame=-2,k141_14601,-2,41.4629020690918,40,500,461,2205,0.2090702947845805,12,3.455241839090983,8438
Parechovirus_2A_2B_2C,k141_10450|frame=2,k141_10450,2,41.31765365600586,147,424,278,594,0.468013468013468,12,3.443137804667155,1290
Kobuvirus_VP0-VP3-VP1,k141_483|frame=-1,k141_483,-1,41.16859436035156,265,451,187,845,0.22130177514792898,15,2.744572957356771,3828
Kobuvirus_3A_3B_3C_3D,k141_30071|frame=1,k141_30071,1,41.09417724609375,442,594,153,627,0.24401913875598086,15,2.73961181640625,609
Kobuvirus_VP0-VP3-VP1,k141_805|frame=3,k141_805,3,41.02522659301758,263,439,177,845,0.20946745562130178,15,2.735015106201172,2930
Kobuvirus_polyprotein,k141_28613|frame=-1,k141_28613,-1,40.81081771850586,556,744,189,2410,0.07842323651452282,15,2.7207211812337238,3182
Kobuvirus_VP0-VP3-VP1,k141_32403|frame=-3,k141_32403,-3,40.75496292114258,265,451,187,845,0.22130177514792898,15,2.716997528076172,4993
Kobuvirus_2A_2B_2C,k141_10450|frame=2,k141_10450,2,40.74730682373047,271,492,222,635,0.34960629921259845,15,2.7164871215820314,1290
Kobuvirus_VP0-VP3-VP1,k141_34101|frame=-1,k141_34101,-1,40.72892761230469,262,379,118,845,0.13964497041420118,15,2.7152618408203124,605
Kobuvirus_VP0-VP3-VP1,k141_2432|frame=1,k141_2432,1,40.725528717041016,286,372,87,845,0.10295857988165681,15,2.715035247802734,322
Kobuvirus_VP0-VP3-VP1,k141_1801|frame=3,k141_1801,3,40.691322326660156,266,451,186,845,0.22011834319526627,15,2.712754821777344,4507
Kobuvirus_VP0-VP3-VP1,k141_10166|frame=1,k141_10166,1,40.6695556640625,266,451,186,845,0.22011834319526627,15,2.7113037109375,4987
Parechovirus_polyprotein,k141_2432|frame=1,k141_2432,1,40.646121978759766,355,450,96,2205,0.04353741496598639,12,3.387176831563314,322
Kobuvirus_VP0-VP3-VP1,k141_18829|frame=3,k141_18829,3,40.6148681640625,264,451,188,845,0.22248520710059172,15,2.707657877604167,9310
Parechovirus_polyprotein,k141_28217|frame=-3,k141_28217,-3,40.54160690307617,341,504,164,2205,0.07437641723356009,12,3.378467241923014,2163
Astroviridae_1A,k141_33133|frame=-2,k141_33133,-2,40.379032135009766,755,840,86,858,0.10023310023310024,15,2.6919354756673175,1985
Parechovirus_2A_2B_2C,k141_16175|frame=2,k141_16175,2,40.26591110229492,39,287,249,594,0.41919191919191917,12,3.35549259185791,5373
Kobuvirus_VP0-VP3-VP1,k141_26059|frame=-1,k141_26059,-1,40.190303802490234,265,451,187,845,0.22130177514792898,15,2.6793535868326823,7935
Kobuvirus_2A_2B_2C,k141_14099|frame=-1,k141_14099,-1,40.15774154663086,270,489,220,635,0.3464566929133858,15,2.6771827697753907,1347
Kobuvirus_3A_3B_3C_3D,k141_17470|frame=-3,k141_17470,-3,40.14618682861328,441,592,152,627,0.24242424242424243,15,2.6764124552408854,624
Parechovirus_polyprotein,k141_8248|frame=-2,k141_8248,-2,40.0760612487793,1974,2118,145,2205,0.06575963718820861,12,3.339671770731608,1665
Parechovirus_3A_3B_3C_3D,k141_12531|frame=1,k141_12531,1,39.979881286621094,275,486,212,567,0.37389770723104054,12,3.3316567738850913,835
Kobuvirus_3A_3B_3C_3D,k141_31580|frame=2,k141_31580,2,39.91429138183594,99,205,107,627,0.17065390749601275,15,2.6609527587890627,548
Parechovirus_polyprotein,k141_10387|frame=-2,k141_10387,-2,39.834022521972656,43,493,451,2205,0.20453514739229026,12,3.3195018768310547,2539
Kobuvirus_polyprotein,k141_16175|frame=2,k141_16175,2,39.813201904296875,555,727,173,2410,0.07178423236514522,15,2.654213460286458,5373
Parechovirus_polyprotein,k141_28613|frame=-1,k141_28613,-1,39.78287887573242,43,498,456,2205,0.20680272108843537,12,3.315239906311035,3182
Kobuvirus_polyprotein,k141_34101|frame=-1,k141_34101,-1,39.680477142333984,553,672,120,2410,0.04979253112033195,15,2.6453651428222655,605
Parechovirus_polyprotein,k141_23792|frame=-2,k141_23792,-2,39.61016082763672,1743,1956,214,2205,0.09705215419501134,12,3.300846735636393,8431
Kobuvirus_polyprotein,k141_27034|frame=1,k141_27034,1,39.605682373046875,557,743,187,2410,0.07759336099585062,15,2.6403788248697917,2616
Kobuvirus_VP0-VP3-VP1,k141_2621|frame=3,k141_2621,3,39.60358810424805,265,451,187,845,0.22130177514792898,15,2.64023920694987,8540
Kobuvirus_2A_2B_2C,k141_13958|frame=1,k141_13958,1,39.57149124145508,270,470,201,635,0.3165354330708661,15,2.6380994160970053,1362
Kobuvirus_3A_3B_3C_3D,k141_252|frame=-2,k141_252,-2,39.5653190612793,247,451,205,627,0.3269537480063796,15,2.6376879374186197,735
Kobuvirus_3A_3B_3C_3D,k141_7255|frame=2,k141_7255,2,39.496429443359375,443,611,169,627,0.26953748006379585,15,2.633095296223958,676
Kobuvirus_polyprotein,k141_10450|frame=2,k141_10450,2,39.49188232421875,1407,1654,248,2410,0.10290456431535269,15,2.6327921549479165,1290
Kobuvirus_polyprotein,k141_20530|frame=-1,k141_20530,-1,39.39551544189453,2045,2155,111,2410,0.04605809128630706,15,2.626367696126302,411
Kobuvirus_VP0-VP3-VP1,k141_3888|frame=-2,k141_3888,-2,39.39258575439453,265,451,187,845,0.22130177514792898,15,2.6261723836263022,9971
Parechovirus_2A_2B_2C,k141_12959|frame=2,k141_12959,2,39.31575012207031,28,286,259,594,0.43602693602693604,12,3.276312510172526,1717
Kobuvirus_polyprotein,k141_20611|frame=3,k141_20611,3,39.31221008300781,593,744,152,2410,0.06307053941908713,15,2.620814005533854,1390
Kobuvirus_VP0-VP3-VP1,k141_18657|frame=2,k141_18657,2,39.2849006652832,301,440,140,845,0.16568047337278108,15,2.618993377685547,854
Kobuvirus_polyprotein,k141_34045|frame=-1,k141_34045,-1,39.1433219909668,1820,2003,184,2410,0.07634854771784233,15,2.6095547993977863,1010
Kobuvirus_polyprotein,k141_8554|frame=2,k141_8554,2,39.13835144042969,557,744,188,2410,0.07800829875518672,15,2.6092234293619794,2780
Kobuvirus_polyprotein,k141_483|frame=-1,k141_483,-1,38.88894271850586,557,744,188,2410,0.07800829875518672,15,2.592596181233724,3828
Kobuvirus_3A_3B_3C_3D,k141_2986|frame=1,k141_2986,1,38.82085037231445,443,589,147,627,0.23444976076555024,15,2.58805669148763,789
Parechovirus_2A_2B_2C,k141_14099|frame=-1,k141_14099,-1,38.775089263916016,146,287,142,594,0.23905723905723905,12,3.231257438659668,1347
Parechovirus_2A_2B_2C,k141_1045|frame=1,k141_1045,1,38.758480072021484,26,207,182,594,0.3063973063973064,12,3.2298733393351235,869
Kobuvirus_polyprotein,k141_14099|frame=-1,k141_14099,-1,38.64979553222656,1407,1629,223,2410,0.09253112033195021,15,2.5766530354817707,1347
Kobuvirus_VP0-VP3-VP1,k141_27917|frame=-1,k141_27917,-1,38.59451675415039,263,439,177,845,0.20946745562130178,15,2.572967783610026,3609
Kobuvirus_3A_3B_3C_3D,k141_31813|frame=-1,k141_31813,-1,38.581783294677734,443,614,172,627,0.2743221690590112,15,2.572118886311849,756
Parechovirus_polyprotein,k141_483|frame=-1,k141_483,-1,38.54637145996094,43,498,456,2205,0.20680272108843537,12,3.2121976216634116,3828
Kobuvirus_VP0-VP3-VP1,k141_13486|frame=3,k141_13486,3,38.47525405883789,263,439,177,845,0.20946745562130178,15,2.5650169372558596,4913
Parechovirus_3A_3B_3C_3D,k141_33463|frame=-3,k141_33463,-3,38.406700134277344,369,466,98,567,0.1728395061728395,12,3.200558344523112,354
Kobuvirus_polyprotein,k141_1801|frame=3,k141_1801,3,38.31415557861328,558,743,186,2410,0.07717842323651453,15,2.554277038574219,4507
Kobuvirus_3A_3B_3C_3D,k141_25314|frame=-2,k141_25314,-2,38.264427185058594,422,541,120,627,0.19138755980861244,15,2.5509618123372397,423
Kobuvirus_2A_2B_2C,k141_102|frame=3,k141_102,3,38.21718978881836,276,413,138,635,0.2173228346456693,15,2.547812652587891,703
Kobuvirus_3A_3B_3C_3D,k141_10550|frame=-1,k141_10550,-1,38.18551254272461,444,615,172,627,0.2743221690590112,15,2.5457008361816404,775
Parechovirus_polyprotein,k141_32403|frame=-3,k141_32403,-3,38.1787223815918,43,498,456,2205,0.20680272108843537,12,3.181560198465983,4993
Kobuvirus_polyprotein,k141_805|frame=3,k141_805,3,38.11881637573242,555,731,177,2410,0.07344398340248963,15,2.541254425048828,2930
Kobuvirus_VP0-VP3-VP1,k141_16661|frame=-2,k141_16661,-2,38.11598205566406,79,206,128,845,0.1514792899408284,15,2.541065470377604,6888
Kobuvirus_polyprotein,k141_32403|frame=-3,k141_32403,-3,38.068641662597656,556,743,188,2410,0.07800829875518672,15,2.537909444173177,4993
Parechovirus_2A_2B_2C,k141_102|frame=3,k141_102,3,38.03885269165039,147,287,141,594,0.23737373737373738,12,3.1699043909708657,703
Kobuvirus_polyprotein,k141_16107|frame=-1,k141_16107,-1,37.95144271850586,1395,1507,113,2410,0.04688796680497925,15,2.530096181233724,538
Kobuvirus_polyprotein,k141_10166|frame=1,k141_10166,1,37.92072677612305,558,743,186,2410,0.07717842323651453,15,2.5280484517415363,4987
Kobuvirus_polyprotein,k141_2432|frame=1,k141_2432,1,37.91881561279297,578,664,87,2410,0.03609958506224066,15,2.5279210408528647,322
Kobuvirus_polyprotein,k141_13958|frame=1,k141_13958,1,37.90754699707031,1407,1628,222,2410,0.09211618257261411,15,2.5271697998046876,1362
Kobuvirus_polyprotein,k141_9267|frame=1,k141_9267,1,37.8990364074707,1967,2351,385,2410,0.15975103734439833,15,2.5266024271647134,5555
Astroviridae_1B,k141_36460|frame=-1,k141_36460,-1,37.85206604003906,134,337,204,516,0.3953488372093023,15,2.5234710693359377,2652
Parechovirus_polyprotein,k141_18829|frame=3,k141_18829,3,37.79171371459961,43,497,455,2205,0.20634920634920634,12,3.1493094762166343,9310
Kobuvirus_polyprotein,k141_26059|frame=-1,k141_26059,-1,37.776763916015625,557,743,187,2410,0.07759336099585062,15,2.518450927734375,7935
Kobuvirus_polyprotein,k141_31580|frame=2,k141_31580,2,37.75654602050781,1882,1988,107,2410,0.04439834024896266,15,2.517103068033854,548
Parechovirus_2A_2B_2C,k141_13958|frame=1,k141_13958,1,37.731754302978516,146,287,142,594,0.23905723905723905,12,3.144312858581543,1362
Parechovirus_VP0_VP3_VP1,k141_1005|frame=-1,k141_1005,-1,37.46614074707031,104,251,148,808,0.18316831683168316,12,3.122178395589193,736
Parechovirus_2A_2B_2C,k141_31885|frame=3,k141_31885,3,37.46510696411133,146,415,270,594,0.45454545454545453,12,3.1220922470092773,2074
Parechovirus_3A_3B_3C_3D,k141_20530|frame=-1,k141_20530,-1,37.45162582397461,238,324,87,567,0.15343915343915343,12,3.120968818664551,411
Kobuvirus_polyprotein,k141_2621|frame=3,k141_2621,3,37.31022262573242,557,743,187,2410,0.07759336099585062,15,2.487348175048828,8540
Kobuvirus_VP0-VP3-VP1,k141_22027|frame=-3,k141_22027,-3,37.29379653930664,301,441,141,845,0.1668639053254438,15,2.486253102620443,1166
Kobuvirus_polyprotein,k141_9613|frame=-1,k141_9613,-1,37.23842239379883,2101,2325,225,2410,0.09336099585062241,15,2.482561492919922,849
Parechovirus_3A_3B_3C_3D,k141_31813|frame=-1,k141_31813,-1,37.22534942626953,390,542,153,567,0.2698412698412698,12,3.1021124521891275,756
Kobuvirus_VP0-VP3-VP1,k141_29302|frame=-1,k141_29302,-1,37.22468566894531,301,441,141,845,0.1668639053254438,15,2.481645711263021,1451
Parechovirus_2A_2B_2C,k141_26059|frame=-1,k141_26059,-1,37.126808166503906,146,416,271,594,0.4562289562289562,12,3.093900680541992,7935
Kobuvirus_VP0-VP3-VP1,k141_9333|frame=-3,k141_9333,-3,37.07164001464844,301,441,141,845,0.1668639053254438,15,2.4714426676432293,1240
Kobuvirus_polyprotein,k141_2639|frame=1,k141_2639,1,37.06450271606445,2226,2398,173,2410,0.07178423236514522,15,2.47096684773763,804
Parechovirus_polyprotein,k141_10450|frame=2,k141_10450,2,36.983646392822266,1191,1466,276,2205,0.1251700680272109,12,3.081970532735189,1290
Parechovirus_3A_3B_3C_3D,k141_100|frame=1,k141_100,1,36.93975067138672,105,342,238,567,0.41975308641975306,12,3.078312555948893,1081
Parechovirus_3A_3B_3C_3D,k141_7255|frame=2,k141_7255,2,36.91267013549805,389,527,139,567,0.24514991181657847,12,3.0760558446248374,676
Parechovirus_polyprotein,k141_10166|frame=1,k141_10166,1,36.868064880371094,43,497,455,2205,0.20634920634920634,12,3.0723387400309243,4987
Parechovirus_2A_2B_2C,k141_34296|frame=-1,k141_34296,-1,36.786346435546875,28,286,259,594,0.43602693602693604,12,3.0655288696289062,5012
Kobuvirus_polyprotein,k141_18657|frame=2,k141_18657,2,36.772003173828125,593,732,140,2410,0.058091286307053944,15,2.4514668782552085,854
Kobuvirus_2A_2B_2C,k141_5211|frame=2,k141_5211,2,36.75323486328125,271,489,219,635,0.34488188976377954,15,2.4502156575520835,5098
Parechovirus_3A_3B_3C_3D,k141_2986|frame=1,k141_2986,1,36.74623489379883,384,523,140,567,0.24691358024691357,12,3.0621862411499023,789
Parechovirus_polyprotein,k141_2621|frame=3,k141_2621,3,36.6528205871582,42,498,457,2205,0.2072562358276644,12,3.054401715596517,8540
Parechovirus_polyprotein,k141_8730|frame=2,k141_8730,2,36.65047073364258,43,498,456,2205,0.20680272108843537,12,3.054205894470215,10053
Parechovirus_2A_2B_2C,k141_5211|frame=2,k141_5211,2,36.536781311035156,146,416,271,594,0.4562289562289562,12,3.044731775919596,5098
Kobuvirus_3A_3B_3C_3D,k141_22092|frame=-3,k141_22092,-3,36.53396224975586,445,597,153,627,0.24401913875598086,15,2.4355974833170575,769
Kobuvirus_2A_2B_2C,k141_13289|frame=-1,k141_13289,-1,36.53017807006836,262,414,153,635,0.2409448818897638,15,2.435345204671224,8021
Kobuvirus_VP0-VP3-VP1,k141_29191|frame=-3,k141_29191,-3,36.526458740234375,267,433,167,845,0.19763313609467456,15,2.435097249348958,598
Kobuvirus_2A_2B_2C,k141_31885|frame=3,k141_31885,3,36.421871185302734,271,418,148,635,0.23307086614173228,15,2.428124745686849,2074
Parechovirus_3A_3B_3C_3D,k141_18644|frame=-1,k141_18644,-1,36.28739929199219,220,460,241,567,0.42504409171075835,12,3.023949940999349,4882
Parechovirus_2A_2B_2C,k141_25930|frame=1,k141_25930,1,36.2099494934082,28,286,259,594,0.43602693602693604,12,3.01749579111735,6623
Kobuvirus_VP0-VP3-VP1,k141_14505|frame=-2,k141_14505,-2,36.19916534423828,301,441,141,845,0.1668639053254438,15,2.4132776896158856,3594
Kobuvirus_polyprotein,k141_30807|frame=2,k141_30807,2,36.19868087768555,2226,2398,173,2410,0.07178423236514522,15,2.4132453918457033,889
Kobuvirus_polyprotein,k141_15113|frame=2,k141_15113,2,36.19774627685547,1176,1562,387,2410,0.16058091286307055,15,2.413183085123698,8254
Astroviridae_1B,k141_17975|frame=-2,k141_17975,-2,36.193321228027344,172,403,232,516,0.4496124031007752,15,2.4128880818684895,7045
Parechovirus_polyprotein,k141_3888|frame=-2,k141_3888,-2,36.158992767333984,43,497,455,2205,0.20634920634920634,12,3.013249397277832,9971
Kobuvirus_polyprotein,k141_14722|frame=3,k141_14722,3,36.15364074707031,1175,1562,388,2410,0.16099585062240665,15,2.410242716471354,9860
Kobuvirus_polyprotein,k141_27917|frame=-1,k141_27917,-1,36.146018981933594,554,731,178,2410,0.07385892116182573,15,2.409734598795573,3609
Parechovirus_polyprotein,k141_16175|frame=2,k141_16175,2,36.119667053222656,1083,1332,250,2205,0.11337868480725624,12,3.009972254435221,5373
Parechovirus_2A_2B_2C,k141_10396|frame=1,k141_10396,1,36.10108184814453,28,286,259,594,0.43602693602693604,12,3.0084234873453775,5580
Parechovirus_2A_2B_2C,k141_34246|frame=2,k141_34246,2,36.06569290161133,145,288,144,594,0.24242424242424243,12,3.005474408467611,4432
Kobuvirus_polyprotein,k141_102|frame=3,k141_102,3,36.05612564086914,1413,1550,138,2410,0.05726141078838174,15,2.403741709391276,703
Parechovirus_2A_2B_2C,k141_18144|frame=1,k141_18144,1,36.047889709472656,146,415,270,594,0.45454545454545453,12,3.003990809122721,5129
Kobuvirus_2A_2B_2C,k141_22466|frame=-1,k141_22466,-1,35.99109649658203,275,410,136,635,0.2141732283464567,15,2.3994064331054688,1483
Kobuvirus_polyprotein,k141_13486|frame=3,k141_13486,3,35.955875396728516,554,731,178,2410,0.07385892116182573,15,2.397058359781901,4913
Kobuvirus_VP0-VP3-VP1,k141_15118|frame=-2,k141_15118,-2,35.9532356262207,301,441,141,845,0.1668639053254438,15,2.3968823750813804,2119
Kobuvirus_polyprotein,k141_2468|frame=1,k141_2468,1,35.78458023071289,2228,2398,171,2410,0.07095435684647303,15,2.385638682047526,759
Parechovirus_2A_2B_2C,k141_35403|frame=-1,k141_35403,-1,35.78010559082031,145,345,201,594,0.3383838383838384,12,2.981675465901693,5003
Kobuvirus_2A_2B_2C,k141_26059|frame=-1,k141_26059,-1,35.75151824951172,37,410,374,635,0.5889763779527559,15,2.383434549967448,7935
Parechovirus_3A_3B_3C_3D,k141_17470|frame=-3,k141_17470,-3,35.743106842041016,376,542,167,567,0.2945326278659612,12,2.9785922368367515,624
Parechovirus_2A_2B_2C,k141_23792|frame=-2,k141_23792,-2,35.729610443115234,28,286,259,594,0.43602693602693604,12,2.9774675369262695,8431
Parechovirus_2A_2B_2C,k141_14601|frame=-2,k141_14601,-2,35.72848129272461,28,286,259,594,0.43602693602693604,12,2.9773734410603843,8438
Parechovirus_2A_2B_2C,k141_3721|frame=-1,k141_3721,-1,35.70018768310547,146,329,184,594,0.30976430976430974,12,2.975015640258789,4842
Parechovirus_2A_2B_2C,k141_29796|frame=1,k141_29796,1,35.624549865722656,28,286,259,594,0.43602693602693604,12,2.968712488810221,8889
Parechovirus_polyprotein,k141_27034|frame=1,k141_27034,1,35.59507369995117,93,498,406,2205,0.18412698412698414,12,2.9662561416625977,2616
Parechovirus_2A_2B_2C,k141_32976|frame=-1,k141_32976,-1,35.56233215332031,28,286,259,594,0.43602693602693604,12,2.9635276794433594,7301
Parechovirus_2A_2B_2C,k141_9498|frame=2,k141_9498,2,35.54989242553711,28,286,259,594,0.43602693602693604,12,2.962491035461426,9261
Kobuvirus_2A_2B_2C,k141_35811|frame=2,k141_35811,2,35.52435302734375,275,410,136,635,0.2141732283464567,15,2.3682902018229166,1609
Parechovirus_2A_2B_2C,k141_17285|frame=1,k141_17285,1,35.436729431152344,28,286,259,594,0.43602693602693604,12,2.953060785929362,9792
Parechovirus_3A_3B_3C_3D,k141_10550|frame=-1,k141_10550,-1,35.31342697143555,391,527,137,567,0.24162257495590828,12,2.9427855809529624,775
Kobuvirus_2A_2B_2C,k141_21322|frame=-3,k141_21322,-3,35.254600524902344,275,410,136,635,0.2141732283464567,15,2.3503067016601564,2012
Parechovirus_3A_3B_3C_3D,k141_16096|frame=3,k141_16096,3,35.24998092651367,116,302,187,567,0.3298059964726631,12,2.937498410542806,643
Kobuvirus_polyprotein,k141_5211|frame=2,k141_5211,2,35.213008880615234,1407,1629,223,2410,0.09253112033195021,15,2.347533925374349,5098
Parechovirus_polyprotein,k141_1045|frame=1,k141_1045,1,35.19549560546875,1068,1252,185,2205,0.08390022675736962,12,2.932957967122396,869
Parechovirus_3A_3B_3C_3D,k141_21581|frame=-3,k141_21581,-3,35.18886184692383,220,459,240,567,0.42328042328042326,12,2.932405153910319,1485
Kobuvirus_polyprotein,k141_31885|frame=3,k141_31885,3,35.17914962768555,1407,1607,201,2410,0.08340248962655601,15,2.345276641845703,2074
Kobuvirus_polyprotein,k141_3872|frame=-3,k141_3872,-3,35.1452522277832,2226,2398,173,2410,0.07178423236514522,15,2.343016815185547,722
Kobuvirus_polyprotein,k141_22027|frame=-3,k141_22027,-3,35.14145278930664,593,733,141,2410,0.05850622406639004,15,2.3427635192871095,1166
Kobuvirus_polyprotein,k141_21702|frame=-2,k141_21702,-2,35.13450241088867,2226,2397,172,2410,0.07136929460580912,15,2.3423001607259115,886
Parechovirus_3A_3B_3C_3D,k141_2639|frame=1,k141_2639,1,35.048095703125,376,544,169,567,0.2980599647266314,12,2.9206746419270835,804
Parechovirus_polyprotein,k141_12531|frame=1,k141_12531,1,35.04684829711914,1913,2124,212,2205,0.09614512471655329,12,2.920570691426595,835
Parechovirus_3A_3B_3C_3D,k141_2490|frame=3,k141_2490,3,35.02381134033203,91,273,183,567,0.32275132275132273,12,2.9186509450276694,1466
Kobuvirus_VP0-VP3-VP1,k141_19575|frame=-3,k141_19575,-3,35.002769470214844,301,441,141,845,0.1668639053254438,15,2.3335179646809894,3338
Parechovirus_2A_2B_2C,k141_2621|frame=3,k141_2621,3,34.95161819458008,146,291,146,594,0.24579124579124578,12,2.91263484954834,8540
Parechovirus_polyprotein,k141_12959|frame=2,k141_12959,2,34.949031829833984,1068,1331,264,2205,0.11972789115646258,12,2.912419319152832,1717
Parechovirus_3A_3B_3C_3D,k141_25314|frame=-2,k141_25314,-2,34.869876861572266,369,485,117,567,0.20634920634920634,12,2.905823071797689,423
Parechovirus_polyprotein,k141_1005|frame=-1,k141_1005,-1,34.853118896484375,351,498,148,2205,0.06712018140589569,12,2.9044265747070312,736
Kobuvirus_2A_2B_2C,k141_34246|frame=2,k141_34246,2,34.84562301635742,270,415,146,635,0.22992125984251968,15,2.323041534423828,4432
Parechovirus_3A_3B_3C_3D,k141_30071|frame=1,k141_30071,1,34.8400764465332,377,500,124,567,0.21869488536155202,12,2.903339703877767,609
Parechovirus_polyprotein,k141_26059|frame=-1,k141_26059,-1,34.811241149902344,43,496,454,2205,0.2058956916099773,12,2.900936762491862,7935
Parechovirus_2A_2B_2C,k141_18829|frame=3,k141_18829,3,34.79985046386719,146,347,202,594,0.3400673400673401,12,2.899987538655599,9310
Kobuvirus_2A_2B_2C,k141_35403|frame=-1,k141_35403,-1,34.7991943359375,270,418,149,635,0.2346456692913386,15,2.3199462890625,5003
Parechovirus_polyprotein,k141_33463|frame=-3,k141_33463,-3,34.79724884033203,2007,2104,98,2205,0.044444444444444446,12,2.899770736694336,354
Kobuvirus_2A_2B_2C,k141_3721|frame=-1,k141_3721,-1,34.77824783325195,270,412,143,635,0.2251968503937008,15,2.3185498555501303,4842
Kobuvirus_3A_3B_3C_3D,k141_10711|frame=3,k141_10711,3,34.69782257080078,99,199,101,627,0.16108452950558214,15,2.313188171386719,1015
Parechovirus_VP0_VP3_VP1,k141_9466|frame=-3,k141_9466,-3,34.688541412353516,129,262,134,808,0.16584158415841585,12,2.890711784362793,1813
Kobuvirus_polyprotein,k141_30071|frame=1,k141_30071,1,34.68842697143555,2226,2354,129,2410,0.053526970954356844,15,2.312561798095703,609
Kobuvirus_2A_2B_2C,k141_18144|frame=1,k141_18144,1,34.66048049926758,270,418,149,635,0.2346456692913386,15,2.310698699951172,5129
Kobuvirus_polyprotein,k141_9333|frame=-3,k141_9333,-3,34.638187408447266,593,733,141,2410,0.05850622406639004,15,2.309212493896484,1240
