qseqid	sseqid	pident	align_len	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen	slen	qcovhsp	scovhsp	stitle
SRR25884743|k141_3689/Crohivirus/369/327-42/1.6414820238095238	NP_620109.1	33.3	114	72	2	340	11	538	651	9.46e-14	69.3	369	973	89.4	11.7	NP_620109.1 protein A [Pariacoto virus]
SRR33769985|k141_239716/Norovirus/463/180-303/1.0259188268156425	YP_010802141.1	32.1	112	60	2	58	393	142	237	1.18e-12	67.4	463	624	72.6	15.4	YP_010802141.1 replication factor C large subunit [Acanthamoeba castellanii medusavirus]
ERR14656781|k141_171526/Cosavirus/461/87-291/1.1567288372093023	NP_048132.1	35.7	126	77	3	84	449	282	407	1.51e-12	67.0	461	531	79.4	23.7	NP_048132.1 Reverse transcriptase [Melanoplus sanguinipes entomopoxvirus]
SRR25884743|k141_2755/Crohivirus/312/282-72/2.845023452380952	YP_009337314.1	39.8	88	47	2	307	53	357	441	4.19e-13	66.6	312	828	81.7	10.3	YP_009337314.1 hypothetical protein 2 [Hubei picorna-like virus 14]
SRR24146889|k141_65468/Aphthovirus/582/408-57/1.0292367889908256	YP_009001035.1	30.5	203	114	7	543	7	31	230	8.05e-12	66.2	582	496	92.3	40.3	YP_009001035.1 PDZ serine protease [Pithovirus sibericum]
SRR25884743|k141_6875/Astroviridae/376/3-351/1.0960473125	YP_009505809.1	38.7	93	53	1	93	371	441	529	1.95e-11	62.8	376	800	74.2	11.1	YP_009505809.1 capsid protein precursor [Bat astrovirus Hp/Guangxi/LC03/2007]
SRR24146889|k141_54579/Lagovirus/361/129-252/1.0080161904761904	YP_007002233.1	43.9	66	33	1	163	360	616	677	8.09e-11	60.8	361	848	54.8	7.3	YP_007002233.1 glycerophosphoryl diester phosphodiesterase [Staphylococcus phage G15]
SRR24146889|k141_101435/Senecavirus/455/323-227/1.1526367961165047	YP_009816490.1	53.0	66	28	1	14	202	381	446	5.01e-10	59.7	455	548	41.5	12.0	YP_009816490.1 hypothetical protein HOU61_gp065 [Synechococcus phage S-CBWM1]
SRR25884743|k141_4091/Rosavirus/327/96-291/2.2486923232323237	YP_009345009.1	42.7	82	42	3	94	324	565	646	9.53e-10	57.4	327	2329	70.6	3.5	YP_009345009.1 hypothetical protein 1 [Wuhan spider virus 6]
SRR33769985|k141_268776/Avisivirus/523/403-139/1.010666708074534	YP_004957306.1	33.3	90	55	1	260	6	35	124	4.33e-09	57.0	523	251	48.8	35.9	YP_004957306.1 ABC transporter [Planktothrix phage PaV-LD]
ERR14656781|k141_277321/Hunnivirus/712/12-189/1.0509872727272729	YP_010778573.1	31.7	142	80	6	25	429	372	503	5.48e-08	56.2	712	849	56.9	15.5	YP_010778573.1 putative Non-LTR retrotransposon [Bodo saltans virus]
SRR25884743|k141_8793/Pasivirus/394/352-235/1.2153029365079366	YP_009336572.1	30.1	136	83	4	390	13	501	634	4.77e-09	56.2	394	899	95.9	14.9	YP_009336572.1 hypothetical protein 2 [Hubei diptera virus 1]
ERR14656781|k141_73318/Aquamavirus/370/235-76/1.5028637	YP_009223708.1	44.8	58	32	0	241	68	336	393	1.71e-08	54.3	370	723	47.0	8.0	YP_009223708.1 exonuclease V [Geobacillus virus E3]
SRR25884743|k141_1600/Mamastrovirus/404/12-339/1.5014369921875	YP_009924300.1	39.1	69	42	0	23	229	104	172	6.2e-08	53.1	404	906	51.2	7.6	YP_009924300.1 polyprotein 1a [Mamastrovirus 3]
SRR30851198|k141_101429/Enterovirus/378/312-45/1.5227443846153847	YP_010802224.1	44.1	59	33	0	223	47	237	295	4.41e-08	53.1	378	496	46.8	11.9	YP_010802224.1 mitochondrial chaperone BCS1 [Acanthamoeba castellanii medusavirus]
SRR24146889|k141_231044/Avisivirus/508/75-441/1.0201525465838508	YP_009052380.1	45.1	82	35	4	73	309	319	393	2.66e-07	52.4	508	533	46.7	14.1	YP_009052380.1 ABC transporter [Aureococcus anophagefferens virus]
SRR25884743|k141_2292/Mamastrovirus/377/371-209/1.064515625	YP_009924300.1	30.1	103	71	1	377	69	109	210	1.63e-07	51.6	377	906	82.0	11.3	YP_009924300.1 polyprotein 1a [Mamastrovirus 3]
SRR24146889|k141_222178/Rosavirus/435/24-177/1.1750945454545454	YP_009213700.1	27.9	86	62	0	414	157	82	167	2.81e-07	50.8	435	214	59.3	40.2	YP_009213700.1 FabG-like 3-oxoacyl-(acyl-carrier-protein) reductase [Prochlorococcus phage P-TIM68]
SRR25884743|k141_3391/Kunsagivirus/397/237-363/1.971999834710744	YP_009330121.1	28.0	118	82	1	25	369	403	520	5.29e-07	50.4	397	1830	86.9	6.4	YP_009330121.1 hypothetical protein 1 [Beihai picorna-like virus 70]
SRR24146889|k141_161156/Astroviridae/553/102-546/1.3681884868421057	YP_009001035.1	27.6	152	83	6	179	553	53	204	3e-06	49.7	553	496	67.8	30.6	YP_009001035.1 PDZ serine protease [Pithovirus sibericum]
SRR25884743|k141_5017/Poecivirus/341/320-80/1.1546523529411763	YP_009336987.1	32.2	115	68	4	340	2	1468	1574	1.38e-06	48.5	341	1932	99.4	5.5	YP_009336987.1 hypothetical protein 1 [Hubei picorna-like virus 75]
ERR14656781|k141_35141/Enterovirus/600/372-42/1.1614812692307692	YP_009508778.1	27.9	147	97	4	485	48	470	608	1.08e-05	48.5	600	768	73.0	18.1	YP_009508778.1 non-structural protein 1 [Penaeus stylirostris penstyldensovirus 1]
SRR24146889|k141_22026/Hepatovirus/552/162-468/1.0470294067796608	YP_010112722.1	33.3	102	55	4	236	520	177	272	8.63e-06	48.1	552	342	51.6	28.1	YP_010112722.1 Reverse transcriptase [uncultured phage cr6_1]
SRR30851198|k141_83775/Hepatovirus/643/171-549/1.1029735593220338	YP_009333541.1	30.1	123	75	4	203	544	1044	1164	2.78e-05	47.8	643	1759	53.2	6.9	YP_009333541.1 hypothetical protein 2 [Beihai picorna-like virus 105]
SRR24146889|k141_143007/Rosavirus/1065/465-843/1.325701818181818	YP_009021245.1	27.6	134	86	2	451	852	146	268	5.35e-05	47.8	1065	289	37.7	42.6	YP_009021245.1 replication-associated protein [Dragonfly cyclicusvirus]
SRR33769985|k141_163909/Aphthovirus/689/674-461/1.0017192660550458	YP_009276424.1	25.1	231	126	8	688	41	218	416	0.000542	43.9	689	561	94.0	35.5	YP_009276424.1 Reverse transcriptase [Pseudomonas phage phi3]
SRR25884743|k141_2528/Mamastrovirus/455/9-444/1.468555625	YP_009094278.2	30.8	65	45	0	6	200	108	172	0.00016	43.9	455	1402	42.9	4.6	YP_009094278.2 polyprotein 1ab [Mamastrovirus 3]
SRR30851198|k141_12932/Aphthovirus/303/204-96/1.0250048623853212	YP_009003307.1	40.7	54	32	0	286	125	90	143	5.65e-05	42.7	303	178	53.5	30.3	YP_009003307.1 periplasmic protein [Rhizobium phage vB_RleS_L338C]
